date,layer,window,return_type,number_of_nodes,number_of_edges,graph_density,alpha,n_excluded_nodes,average_degree,average_strength,median_strength,maximum_strength,edge_weight_mean,edge_weight_std,average_absolute_weight,average_signed_weight,positive_edge_ratio,negative_edge_ratio,centrality_concentration,avg_abs_partial_correlation,average_partial_correlation,average_clustering,global_transitivity,assortativity,largest_cc_share,n_connected_components,spectral_radius,algebraic_connectivity,laplacian_entropy,spectral_gap,eigenvalue_concentration,modularity,number_of_communities,largest_community_share,community_size_herfindahl,community_method,sector_purity,community_compression,market_mode_share,correlation_eigenvalue_concentration,negative_diversification,mst_length,mst_total_length,mst_max_degree,mst_mean_degree,mst_diameter,network_fragility,edge_turnover,community_ari,community_nmi,community_jaccard,community_turnover
2012-06-19,partial_correlation,60,residual,13,16,0.20512820512820512,0.02,17,2.4615384615384617,0.31109854578971863,0.2553269565105438,0.7478168606758118,0.12638378143310547,0.035955578088760376,0.02592487819492817,-0.008159510791301727,0.3125,0.6875,0.11233121156692505,0.02592487819492817,-0.008159510791301727,0.11162348030305715,0.23684210526315788,-0.1084820870311085,0.9230769230769231,2,0.45917925238609314,1.2417631367611648e-09,2.098653554916382,0.249189555644989,0.13068369030952454,0.2438836277133388,5,0.3076923076923077,0.2307692307692308,greedy,0.6153846153846154,0.6666666666666667,0.12334738671779633,0.08364534378051758,0.0,1.3311176995436351,15.97341239452362,3.0,1.8461538461538463,8.0,0.4135121132573511,0.0,1.0,1.0,1.0,0.0
2012-06-20,partial_correlation,60,residual,13,15,0.19230769230769232,0.02,17,2.3076923076923075,0.312594473361969,0.26549842953681946,0.794072151184082,0.1354576051235199,0.037420473992824554,0.0260495413094759,-0.007446737494319677,0.3333333333333333,0.6666666666666666,0.12175849825143814,0.0260495413094759,-0.007446737494319677,0.11298842206585381,0.24324324324324326,-0.2921803444050387,0.8461538461538461,3,0.4856437146663666,0.0,2.0190954208374023,0.2670268416404724,0.15066972374916077,0.2203882568896898,5,0.38461538461538464,0.2781065088757396,greedy,0.6153846153846154,0.6666666666666667,0.12652753293514252,0.08430051058530807,0.0,1.3237604200839996,15.885125041007996,3.0,1.8461538461538463,8.0,0.3867400122376588,0.0625,0.3424657534246575,0.6714611954263137,0.6833333333333333,0.32853880457368634
2012-06-21,partial_correlation,60,residual,13,15,0.19230769230769232,0.02,17,2.3076923076923075,0.3124846816062927,0.2584803104400635,0.8198658227920532,0.13541002571582794,0.03607959300279617,0.026040388271212578,-0.004789507016539574,0.4,0.6,0.12201544642448425,0.026040388271212578,-0.004789507016539574,0.1756644434302785,0.32432432432432434,-0.22001478379434863,0.8461538461538461,3,0.4887743294239044,0.0,2.0136616230010986,0.24936598539352417,0.14967915415763855,0.23151709265852005,5,0.38461538461538464,0.2781065088757396,greedy,0.6153846153846154,0.6666666666666667,0.11842766404151917,0.08358602970838547,0.0,1.3260857462882996,15.913028955459595,3.0,1.8461538461538463,8.0,0.3868256616286742,0.125,0.4734811957569913,0.7412917668212085,0.8533333333333333,0.25870823317879155
2012-06-22,partial_correlation,60,residual,13,15,0.19230769230769232,0.02,17,2.3076923076923075,0.3202395439147949,0.26009657979011536,0.8444694876670837,0.1387704461812973,0.03585018217563629,0.026686621829867363,-0.007659208495169878,0.3333333333333333,0.6666666666666666,0.11766297370195389,0.026686621829867363,-0.007659208495169878,0.16800803844374368,0.2647058823529412,-0.22708685527514524,0.9230769230769231,2,0.4847157895565033,8.0714617212152e-09,2.0655171871185303,0.23595000803470612,0.1394166797399521,0.3117537817041082,4,0.38461538461538464,0.30177514792899407,greedy,0.5384615384615384,0.75,0.11963793635368347,0.08384280651807785,0.0,1.3252554833889008,15.903065800666809,3.0,1.8461538461538463,8.0,0.41101586302885645,0.125,0.4227567067530065,0.6722673158633388,0.6366666666666666,0.32773268413666123
2012-06-25,partial_correlation,60,residual,13,16,0.20512820512820512,0.02,17,2.4615384615384617,0.33271628618240356,0.34414738416671753,0.8504310250282288,0.1351659893989563,0.03857404366135597,0.02772635594010353,-0.008784441277384758,0.3125,0.6875,0.1174502894282341,0.02772635594010353,-0.008784441277384758,0.12020019607595257,0.2926829268292683,-0.23026319666153558,0.8461538461538461,3,0.5040124654769897,0.0,2.045881986618042,0.2751224935054779,0.1441219449043274,0.21353434527784246,6,0.3076923076923077,0.2071005917159764,greedy,0.6153846153846154,0.5833333333333333,0.12019380927085876,0.08378611505031586,0.0,1.325121392806371,15.901456713676453,4.0,1.8461538461538463,9.0,0.3895774469034285,0.17647058823529416,0.43184183142559834,0.6892577845022423,0.7166666666666667,0.3107422154977577
2012-06-26,partial_correlation,60,residual,13,16,0.20512820512820512,0.02,17,2.4615384615384617,0.3335310220718384,0.3415205180644989,0.8448135256767273,0.13549697399139404,0.033606503158807755,0.02779425121843815,-0.009248733520507812,0.3125,0.6875,0.11309496313333511,0.02779425121843815,-0.009248733520507812,0.14179982629857552,0.23684210526315788,-0.21425279119151389,0.9230769230769231,2,0.4874456226825714,1.2417633588057697e-09,2.098435878753662,0.26441651582717896,0.13493496179580688,0.26740197057094817,5,0.3076923076923077,0.2307692307692308,greedy,0.5384615384615384,0.6666666666666667,0.11916418373584747,0.08371444046497345,0.0,1.3259224196275075,15.91106903553009,4.0,1.8461538461538463,9.0,0.4137666971128211,0.11764705882352944,0.9016393442622951,0.9540444381811962,0.8333333333333334,0.04595556181880378
2012-06-27,partial_correlation,60,residual,13,17,0.21794871794871795,0.02,17,2.6153846153846154,0.32618191838264465,0.3132822811603546,0.8193060755729675,0.124716617166996,0.03577897325158119,0.027181826531887054,-0.0074426280334591866,0.35294117647058826,0.6470588235294118,0.1123533770442009,0.027181826531887054,-0.0074426280334591866,0.12378040025454703,0.27906976744186046,-0.10057095750153769,0.9230769230769231,2,0.48116061091423035,2.4835264955669345e-09,2.104078531265259,0.2707236707210541,0.13396582007408142,0.2563262332725634,4,0.3076923076923077,0.28994082840236685,greedy,0.5384615384615384,0.75,0.11104825884103775,0.0831221491098404,0.0,1.3289096057415009,15.94691526889801,4.0,1.8461538461538463,8.0,0.4177930060232806,0.26315789473684215,0.48,0.7057061259395994,0.6599999999999999,0.29429387406040064
2012-06-28,partial_correlation,60,residual,13,16,0.20512820512820512,0.02,17,2.4615384615384617,0.2975175976753235,0.2908642888069153,0.7980753779411316,0.12086653709411621,0.031396280974149704,0.02479313500225544,-0.009614490903913975,0.3125,0.6875,0.11805929988622665,0.02479313500225544,-0.009614490903913975,0.1588045898727657,0.3076923076923077,-0.11094367127733792,0.9230769230769231,2,0.4622002840042114,0.0,2.0700769424438477,0.27262574434280396,0.14020878076553345,0.2689244323072156,4,0.38461538461538464,0.30177514792899407,greedy,0.5384615384615384,0.75,0.11085431277751923,0.08273005485534668,0.0,1.333898405234019,16.006780862808228,3.0,1.8461538461538463,6.0,0.4154214760304516,0.16666666666666663,0.5395095367847411,0.7210900464095862,0.7875,0.2789099535904138
2012-06-29,partial_correlation,60,residual,13,16,0.20512820512820512,0.02,17,2.4615384615384617,0.305621862411499,0.2925930917263031,0.8074772357940674,0.12415888160467148,0.03170354291796684,0.0254684891551733,-0.012132082134485245,0.25,0.75,0.1124923974275589,0.0254684891551733,-0.012132082134485245,0.10632387858043338,0.24324324324324326,-0.06771309800419743,0.9230769230769231,2,0.4571821987628937,4.346171422753287e-09,2.103036880493164,0.26758450269699097,0.12877815961837769,0.24949377993311428,5,0.3076923076923077,0.24260355029585803,greedy,0.6153846153846154,0.6666666666666667,0.11337247490882874,0.08308563381433487,0.0,1.33156814177831,15.978817701339722,4.0,1.8461538461538463,8.0,0.41356584187756235,0.11764705882352944,0.5034280117531832,0.7134881424524774,0.7666666666666666,0.2865118575475226
2012-07-02,partial_correlation,60,residual,13,16,0.20512820512820512,0.02,17,2.4615384615384617,0.29805099964141846,0.2165376842021942,0.7905293703079224,0.12108319997787476,0.03365912288427353,0.02483757957816124,-0.007087621837854385,0.375,0.625,0.11402125656604767,0.02483757957816124,-0.007087621837854385,0.15301352907921534,0.3076923076923077,-0.11186879323371159,0.9230769230769231,2,0.44767868518829346,6.829698584454036e-09,2.09053111076355,0.2294580042362213,0.13010826706886292,0.27430119029208005,5,0.3076923076923077,0.2307692307692308,greedy,0.6153846153846154,0.6666666666666667,0.1124880388379097,0.08288601040840149,0.0,1.3319134215513866,15.982961058616638,4.0,1.8461538461538463,8.0,0.41407546159039194,0.2222222222222222,0.5074626865671642,0.7797202849174008,0.8033333333333333,0.22027971508259925
2012-07-03,partial_correlation,60,residual,13,16,0.20512820512820512,0.02,17,2.4615384615384617,0.29325512051582336,0.25691312551498413,0.7657240629196167,0.11913488805294037,0.03406049311161041,0.024437924847006798,-0.009361837059259415,0.3125,0.6875,0.12250620126724243,0.024437924847006798,-0.009361837059259415,0.11336855566594371,0.3488372093023256,-0.08056696255532829,0.7692307692307693,3,0.46968209743499756,0.0,2.0257649421691895,0.2994803190231323,0.1388058364391327,0.22837961032946466,5,0.46153846153846156,0.2899408284023669,greedy,0.6153846153846154,0.6666666666666667,0.11251989006996155,0.08268366008996964,0.0,1.3374733726183574,16.049680471420288,4.0,1.8461538461538463,8.0,0.365621725208739,0.2222222222222222,0.48,0.7641038975215354,0.8,0.2358961024784646
2012-07-04,partial_correlation,60,residual,13,16,0.20512820512820512,0.02,17,2.4615384615384617,0.300322949886322,0.2624243497848511,0.78533935546875,0.12200619280338287,0.035286713391542435,0.02502691186964512,-0.0118355518206954,0.25,0.75,0.11741604655981064,0.02502691186964512,-0.0118355518206954,0.12070422338306086,0.3076923076923077,-0.052353666880011064,0.7692307692307693,3,0.4650992453098297,0.0,2.0588467121124268,0.2860013246536255,0.1304778754711151,0.23616802006462856,5,0.46153846153846156,0.2899408284023669,greedy,0.6153846153846154,0.6666666666666667,0.11211495101451874,0.08279123902320862,0.0,1.3374389111995697,16.049266934394836,4.0,1.8461538461538463,8.0,0.36392500697292834,0.11764705882352944,1.0,1.0,1.0,0.0
