horizon,selected_model,calibration,mae_return,rmse_return,median_absolute_error_return,r2_return,directional_accuracy,return_correlation,mean_signed_error,mae_price,rmse_price,smape_price,mase_return,balanced_accuracy,macro_f1,weighted_f1,mcc,brier_score,log_loss,ece,recall_bear,recall_stress,false_risk_on,calibration_slope,calibration_intercept,n_train,n_validation,n_test
1,soft_gated_rf,sigmoid,0.008685331477416477,0.012472366807883993,0.0062992346540945805,-0.03223209918736303,0.5228975853455454,0.10111880214057709,-0.000587773913183011,11.530137368446672,16.61792909081563,0.00868495348973723,0.6993143493295196,0.2633247730118201,0.19889479239920194,0.3726910068041868,0.09167623053367964,0.6335704694874309,1.1627913148800944,0.022253996354362603,0.0,0.0,1.0,1.260446111859704,0.09962083001937623,3761,1200,1201
5,soft_gated_rf,sigmoid,0.029620632688417144,0.03795498741470466,0.024160527892696647,-0.8094491874913201,0.5196324143692564,0.03233195356761702,-0.0009487598928754535,39.63422354919503,51.22146550113233,0.029612710385894105,2.0629658778157336,0.25,0.17277200656096228,0.3648852402557332,0.0,0.6353457261476276,1.168520067555324,0.0430488304791723,0.0,0.0,1.0,-2.776988252747573,0.22296418763181677,3757,1196,1197
10,soft_gated_rf,isotonic,0.04172102724383397,0.052578901173743246,0.035666976588669144,-0.7363937024026597,0.5318791946308725,-0.0071027276803054245,0.00871972532852437,56.48846203707402,72.26547962820918,0.041701328386487775,2.7695119968353485,0.2483544967381174,0.16875139794566507,0.3318354938534271,-0.02373591904129861,0.6588956666700418,1.5326568838527233,0.029782390523757606,0.0,0.0,1.0,0.025437453461389228,-0.031997818049447777,3752,1191,1192
20,rf_hmm_egarch,isotonic,0.051310489242744214,0.0674699283282131,0.03899696813024203,-0.39011998644976287,0.4780033840947547,-0.10029898649385052,0.0043909430652023336,70.15373296772832,95.70604038221407,0.05126447224541127,3.3402180541181274,0.2498454707476125,0.1641728760547597,0.31336263770286593,0.033095536963953884,0.6572577877359816,1.2091489473309636,0.03362976685811276,0.0,0.0,0.9633699633699634,0.12961997647275283,-0.06766972840807124,3742,1181,1182
40,rf_hmm_egarch,isotonic,0.0793499759580175,0.10134804168567575,0.06572975547216078,-0.5493660112782264,0.4509466437177281,-0.08878386233065133,0.0020120274331939816,108.35571195168959,141.28392606380365,0.0792043690196873,4.977116514502303,0.27,0.23551758642893522,0.4098399700743653,0.0662207470076288,0.6342220706250611,1.2548660860552692,0.020232142170816883,0.0,0.0,1.0,1.1427153281208975,0.06577956712903585,3722,1161,1162
60,soft_gated_rf,none,0.23348675311981595,0.2619898306271856,0.24626975357630876,-6.189178378130608,0.44395796847635727,-0.025184931092777887,-0.08941778980562548,290.8134663475721,325.78344171696295,0.23161268319925007,14.487470865912623,0.23116028659133442,0.1539257328187048,0.15535494551830759,-0.018867083405427535,0.7840879989839072,1.4291607024311153,0.26737816562888606,0.0,0.5253456221198156,0.44672131147540983,1.9485708873312704,-1.129191250834313,3702,1141,1142
