horizon,anchor_mode,level,method,coverage,coverage_error,pinball_loss,average_upper_bound,objective,fallback_rate,selected
1,origin_peak,0.95,volatility_stratified,0.9416666666666667,-0.008333333333333304,0.001542278147021913,0.018514338133334893,0.010060754861688566,0.0,False
1,origin_peak,0.95,regime_stratified,0.9479166666666666,-0.002083333333333326,0.0015205483049470247,0.02083812301170538,0.0038122628683974046,0.1625,False
1,origin_peak,0.95,current_drawdown_regime,0.9333333333333333,-0.016666666666666607,0.001613157478731582,0.01940537193053918,0.018473877864703583,0.16875,False
1,origin_peak,0.95,volatility_regime,0.95,0.0,0.0015435563924075624,0.02133377210367932,0.0017568941134443556,0.1625,True
1,origin_peak,0.99,global,0.975,-0.015000000000000013,0.0005649670729175198,0.0323968969740811,0.015888936042658345,0.0,False
1,origin_peak,0.99,current_drawdown_stratified,0.9791666666666666,-0.010833333333333361,0.0005446079107600838,0.041128464855631465,0.01178922589264976,0.0,False
1,origin_peak,0.99,volatility_stratified,0.9791666666666666,-0.010833333333333361,0.0005496141740661888,0.03358104192178303,0.01171875792661738,0.0,False
1,origin_peak,0.99,regime_stratified,0.9833333333333333,-0.00666666666666671,0.000523762535141225,0.034921834349925344,0.007539647545307188,0.1625,False
1,origin_peak,0.99,current_drawdown_regime,0.9854166666666667,-0.004583333333333273,0.000524112183794676,0.041223511790376234,0.005519680635031711,0.16875,False
1,origin_peak,0.99,volatility_regime,0.9854166666666667,-0.004583333333333273,0.000508062456698983,0.03792223436838623,0.005470618133716117,0.1625,True
1,historical_peak,0.8,global,0.8125,0.012499999999999956,0.0028296026288942575,0.19346317401842222,0.017264234369078434,0.0,False
1,historical_peak,0.8,current_drawdown_stratified,0.8291666666666667,0.029166666666666674,0.0028438597220013353,0.19375926153128945,0.033948119003980905,0.0,False
1,historical_peak,0.8,volatility_stratified,0.8104166666666667,0.01041666666666663,0.0028322826309604685,0.19348721175797376,0.015183821415206836,0.0,True
1,historical_peak,0.8,regime_stratified,0.8145833333333333,0.014583333333333282,0.0028302290759265624,0.1936424937149072,0.019349987346408918,0.1625,False
1,historical_peak,0.8,current_drawdown_regime,0.8208333333333333,0.02083333333333326,0.0028448844559229506,0.19358300434248246,0.025614047832681036,0.16875,False
1,historical_peak,0.8,volatility_regime,0.86875,0.06874999999999998,0.0028952062410583365,0.194529710235441,0.07359050334341273,0.1625,False
1,historical_peak,0.9,global,0.9,0.0,0.002047435652189668,0.19773470739811874,0.004024782726170855,0.0,True
1,historical_peak,0.9,current_drawdown_stratified,0.91875,0.018749999999999933,0.002135295489939849,0.1991985438467275,0.022877280928407056,0.0,False
