horizon,anchor_mode,level,stratum_type,stratum,observations,conditional_coverage,coverage_error
40,origin_peak,0.95,current_drawdown_bin,1,382,0.9921465968586387,0.04214659685863875
40,origin_peak,0.95,current_drawdown_bin,2,25,1.0,0.050000000000000044
40,origin_peak,0.99,regime,0,100,1.0,0.010000000000000009
40,origin_peak,0.99,regime,3,1013,1.0,0.010000000000000009
40,origin_peak,0.99,regime,4,49,1.0,0.010000000000000009
40,origin_peak,0.99,volatility_bin,0,257,1.0,0.010000000000000009
40,origin_peak,0.99,volatility_bin,1,311,1.0,0.010000000000000009
40,origin_peak,0.99,volatility_bin,2,594,1.0,0.010000000000000009
40,origin_peak,0.99,current_drawdown_bin,0,755,1.0,0.010000000000000009
40,origin_peak,0.99,current_drawdown_bin,1,382,1.0,0.010000000000000009
40,origin_peak,0.99,current_drawdown_bin,2,25,1.0,0.010000000000000009
60,historical_peak,0.8,regime,0,100,0.65,-0.15000000000000002
60,historical_peak,0.8,regime,3,993,0.7683786505538771,-0.03162134944612294
60,historical_peak,0.8,regime,4,49,1.0,0.19999999999999996
60,historical_peak,0.8,volatility_bin,0,256,0.73046875,-0.06953125000000004
60,historical_peak,0.8,volatility_bin,1,314,0.7165605095541401,-0.08343949044585997
60,historical_peak,0.8,volatility_bin,2,572,0.8129370629370629,0.012937062937062871
60,historical_peak,0.8,current_drawdown_bin,0,726,0.7327823691460055,-0.06721763085399457
60,historical_peak,0.8,current_drawdown_bin,1,391,0.8414322250639387,0.04143222506393862
60,historical_peak,0.8,current_drawdown_bin,2,25,0.64,-0.16000000000000003
60,historical_peak,0.9,regime,0,100,0.84,-0.06000000000000005
60,historical_peak,0.9,regime,3,993,0.8952668680765358,-0.004733131923464251
60,historical_peak,0.9,regime,4,49,1.0,0.09999999999999998
60,historical_peak,0.9,volatility_bin,0,256,0.84375,-0.05625000000000002
60,historical_peak,0.9,volatility_bin,1,314,0.8503184713375797,-0.04968152866242037
60,historical_peak,0.9,volatility_bin,2,572,0.9423076923076923,0.04230769230769227
60,historical_peak,0.9,current_drawdown_bin,0,726,0.8553719008264463,-0.044628099173553704
60,historical_peak,0.9,current_drawdown_bin,1,391,0.9718670076726342,0.07186700767263421
60,historical_peak,0.9,current_drawdown_bin,2,25,0.84,-0.06000000000000005
60,historical_peak,0.95,regime,0,100,0.93,-0.019999999999999907
60,historical_peak,0.95,regime,3,993,0.9838872104733132,0.03388721047331322
60,historical_peak,0.95,regime,4,49,1.0,0.050000000000000044
60,historical_peak,0.95,volatility_bin,0,256,0.95703125,0.007031250000000044
60,historical_peak,0.95,volatility_bin,1,314,0.9840764331210191,0.034076433121019156
60,historical_peak,0.95,volatility_bin,2,572,0.9877622377622378,0.03776223776223786
60,historical_peak,0.95,current_drawdown_bin,0,726,0.9724517906336089,0.022451790633608915
60,historical_peak,0.95,current_drawdown_bin,1,391,0.9948849104859335,0.04488491048593357
60,historical_peak,0.95,current_drawdown_bin,2,25,0.96,0.010000000000000009
60,historical_peak,0.99,regime,0,100,1.0,0.010000000000000009
60,historical_peak,0.99,regime,3,993,1.0,0.010000000000000009
60,historical_peak,0.99,regime,4,49,1.0,0.010000000000000009
60,historical_peak,0.99,volatility_bin,0,256,1.0,0.010000000000000009
60,historical_peak,0.99,volatility_bin,1,314,1.0,0.010000000000000009
60,historical_peak,0.99,volatility_bin,2,572,1.0,0.010000000000000009
60,historical_peak,0.99,current_drawdown_bin,0,726,1.0,0.010000000000000009
60,historical_peak,0.99,current_drawdown_bin,1,391,1.0,0.010000000000000009
60,historical_peak,0.99,current_drawdown_bin,2,25,1.0,0.010000000000000009
60,origin_peak,0.8,regime,0,100,1.0,0.19999999999999996
60,origin_peak,0.8,regime,3,993,0.7663645518630413,-0.033635448136958734
60,origin_peak,0.8,regime,4,49,0.9183673469387755,0.11836734693877549
60,origin_peak,0.8,volatility_bin,0,256,0.65625,-0.14375000000000004
60,origin_peak,0.8,volatility_bin,1,314,0.7101910828025477,-0.08980891719745232
60,origin_peak,0.8,volatility_bin,2,572,0.9003496503496503,0.10034965034965027
60,origin_peak,0.8,current_drawdown_bin,0,726,0.7796143250688705,-0.020385674931129527
60,origin_peak,0.8,current_drawdown_bin,1,391,0.8056265984654731,0.005626598465473087
60,origin_peak,0.8,current_drawdown_bin,2,25,1.0,0.19999999999999996
60,origin_peak,0.9,regime,0,100,0.96,0.05999999999999994
60,origin_peak,0.9,regime,3,993,0.8680765357502518,-0.031923464249748235
60,origin_peak,0.9,regime,4,49,0.8775510204081632,-0.022448979591836782
60,origin_peak,0.9,volatility_bin,0,256,0.7578125,-0.14218750000000002
60,origin_peak,0.9,volatility_bin,1,314,0.8184713375796179,-0.08152866242038215
60,origin_peak,0.9,volatility_bin,2,572,0.9615384615384616,0.06153846153846154
60,origin_peak,0.9,current_drawdown_bin,0,726,0.8305785123966942,-0.0694214876033058
60,origin_peak,0.9,current_drawdown_bin,1,391,0.9539641943734015,0.0539641943734015
60,origin_peak,0.9,current_drawdown_bin,2,25,1.0,0.09999999999999998
60,origin_peak,0.95,regime,0,100,0.98,0.030000000000000027
60,origin_peak,0.95,regime,3,993,0.9808660624370594,0.03086606243705947
60,origin_peak,0.95,regime,4,49,1.0,0.050000000000000044
60,origin_peak,0.95,volatility_bin,0,256,0.953125,0.0031250000000000444
60,origin_peak,0.95,volatility_bin,1,314,0.9777070063694268,0.0277070063694268
60,origin_peak,0.95,volatility_bin,2,572,0.9965034965034965,0.0465034965034965
60,origin_peak,0.95,current_drawdown_bin,0,726,0.9710743801652892,0.021074380165289286
60,origin_peak,0.95,current_drawdown_bin,1,391,1.0,0.050000000000000044
60,origin_peak,0.95,current_drawdown_bin,2,25,1.0,0.050000000000000044
60,origin_peak,0.99,regime,0,100,1.0,0.010000000000000009
60,origin_peak,0.99,regime,3,993,1.0,0.010000000000000009
60,origin_peak,0.99,regime,4,49,1.0,0.010000000000000009
60,origin_peak,0.99,volatility_bin,0,256,1.0,0.010000000000000009
60,origin_peak,0.99,volatility_bin,1,314,1.0,0.010000000000000009
60,origin_peak,0.99,volatility_bin,2,572,1.0,0.010000000000000009
60,origin_peak,0.99,current_drawdown_bin,0,726,1.0,0.010000000000000009
60,origin_peak,0.99,current_drawdown_bin,1,391,1.0,0.010000000000000009
60,origin_peak,0.99,current_drawdown_bin,2,25,1.0,0.010000000000000009
