horizon,anchor_mode,method,threshold,brier_score,log_loss,mean_probability,event_rate,reliability_gap
20,origin_peak,hybrid_monte_carlo,0.1,0.11912325126903552,0.5287560667195802,0.09146869712351945,0.12351945854483926,-0.03205076142131981
20,origin_peak,historical_empirical,0.03,0.24522367714245316,0.686032065204907,0.7108498129342599,0.616751269035533,0.09409854389872685
20,origin_peak,historical_empirical,0.05,0.24216963712071543,0.6774583602983267,0.46151790486370914,0.3790186125211506,0.08249929234255854
20,origin_peak,historical_empirical,0.07,0.18510133883234656,0.5585955769784958,0.3137359700694815,0.2326565143824027,0.0810794556870788
20,origin_peak,historical_empirical,0.1,0.11520492472959142,0.39775091496794945,0.2068412613575628,0.12351945854483926,0.08332180281272356
20,origin_peak,hybrid_importance_sampling,0.03,0.22782408079526228,0.6723909076696142,0.6413121827411167,0.616751269035533,0.024560913705583665
20,origin_peak,hybrid_importance_sampling,0.05,0.23332082952622676,0.6849247113991167,0.37002368866328256,0.3790186125211506,-0.008994923857868042
20,origin_peak,hybrid_importance_sampling,0.07,0.18430874661590524,0.593773338591816,0.2094627749576988,0.2326565143824027,-0.023193739424703902
20,origin_peak,hybrid_importance_sampling,0.1,0.11912325126903552,0.5287560667195802,0.09146869712351945,0.12351945854483926,-0.03205076142131981
20,historical_peak,egarch_student_t,0.03,0.028726263747884936,0.09543176137994237,0.9508329103214891,0.9703891708967851,-0.019556260575296025
20,historical_peak,egarch_student_t,0.05,0.08914562563451776,0.23916521276727817,0.8685143824027072,0.9010152284263959,-0.032500846023688745
20,historical_peak,egarch_student_t,0.07,0.07370951670896785,0.2140715831456642,0.7978109137055838,0.8011844331641286,-0.0033735194585448047
20,historical_peak,egarch_student_t,0.1,0.0428763187394247,0.1539944971935349,0.7317085448392555,0.7402707275803723,-0.008562182741116753
20,historical_peak,residual_block_bootstrap,0.03,0.028422199873096445,0.0944591780039461,0.9476730118443316,0.9703891708967851,-0.0227161590524535
20,historical_peak,residual_block_bootstrap,0.05,0.07883698582910321,0.21252301428686393,0.879206852791878,0.9010152284263959,-0.021808375634517874
20,historical_peak,residual_block_bootstrap,0.07,0.07107348011844332,0.20021156934249248,0.8169585448392555,0.8011844331641286,0.01577411167512688
20,historical_peak,residual_block_bootstrap,0.1,0.042909054780033845,0.14198462619727695,0.7497144670050762,0.7402707275803723,0.00944373942470389
20,historical_peak,hybrid_monte_carlo,0.03,0.02856047673434856,0.09522112715101107,0.9501260575296108,0.9703891708967851,-0.020263113367174346
20,historical_peak,hybrid_monte_carlo,0.05,0.08337453976311338,0.22380492289240675,0.8752394247038916,0.9010152284263959,-0.02577580372250432
20,historical_peak,hybrid_monte_carlo,0.07,0.07211821721658206,0.2048688098505793,0.808664551607445,0.8011844331641286,0.007480118443316419
