,rank_ic
2019-09-09,0.351231527093596
2019-09-10,0.31379310344827577
2019-09-11,0.4226600985221674
2019-09-12,0.37142857142857133
2019-09-13,0.4236453201970442
2019-09-16,0.30935960591132994
2019-09-17,0.34187192118226595
2019-09-18,0.41576354679802946
2019-09-19,0.3854115795839094
2019-09-20,0.4241379310344827
2019-09-23,0.4737036616790907
2019-09-24,0.44433497536945804
2019-09-25,0.4419263489611486
2019-09-26,0.43004926108374375
2019-09-27,0.3869934750378843
2019-09-30,0.3472906403940886
2019-12-27,-0.18965517241379307
2019-12-30,-0.267487684729064
2019-12-31,-0.25665024630541866
2020-01-02,-0.022167487684729058
2020-01-03,-0.1133004926108374
2020-01-06,-0.10394088669950736
2020-01-07,-0.17438423645320195
2020-01-08,-0.12857142857142856
2020-01-09,-0.044334975369458116
2020-01-10,-0.09162561576354677
2020-01-13,-0.15665024630541868
2020-01-14,-0.028078817733990142
2020-01-15,0.038423645320197035
2020-01-16,0.05763546798029554
2020-01-17,-0.06551724137931034
2020-01-20,-0.1576354679802955
2020-01-21,0.045320197044334966
2020-01-22,-0.00985343030013709
2020-01-30,0.038423645320197035
2020-01-31,-0.20591133004926104
2020-02-03,-0.2871921182266009
2020-02-04,-0.12168986420669307
2020-02-05,-0.17783251231527092
2020-02-06,-0.07733990147783248
2020-02-07,0.00689655172413793
2020-02-10,0.044827586206896544
2020-02-11,-0.011330049261083741
2020-02-12,0.10443349753694578
2020-02-13,0.11133004926108372
2020-02-14,0.15123152709359602
2020-02-17,0.00689655172413793
2020-02-18,-0.07487684729064037
2020-02-19,-0.014778325123152707
2020-02-20,-0.04729064039408866
2020-02-21,0.1004926108374384
2020-02-24,0.07487684729064037
2020-02-25,-0.007881773399014776
2020-02-26,-0.06650246305418718
2020-02-27,-0.026108374384236445
2020-02-28,-0.11921182266009848
2020-03-02,-0.06798029556650244
2020-03-03,-0.22512315270935954
2020-03-04,-0.3359605911330048
2020-03-05,-0.247783251231527
2020-03-06,-0.11921182266009848
2020-03-09,-0.125615763546798
2020-03-10,0.06354679802955664
2020-03-11,0.06354679802955664
2020-03-12,0.28275862068965507
2020-03-13,0.17142857142857137
2020-03-16,0.15862068965517237
2020-03-17,0.16403940886699503
2020-03-18,0.16206896551724134
2020-03-19,0.26909811055347127
2020-03-20,0.2389162561576354
2020-03-23,0.20788177339901473
2020-03-24,0.180295566502463
2020-03-25,0.044334975369458116
2020-03-26,-0.16650246305418717
2020-03-27,-0.015763546798029552
2020-03-30,0.05763546798029554
2020-03-31,0.16995073891625612
2020-04-01,0.043842364532019694
2020-07-03,0.10001231754639149
2020-07-06,0.15812807881773394
2020-07-07,0.3502463054187191
2020-07-08,0.32216748768472897
2020-07-09,0.19802955665024624
2020-07-10,0.2379310344827586
2020-07-13,0.009359605911330046
2020-07-14,0.07733990147783248
2020-07-15,0.0251231527093596
2020-07-16,0.0167487684729064
2020-07-17,0.07142857142857141
2020-07-20,0.1172413793103448
2020-07-21,0.2832512315270935
2020-07-22,0.23201970443349748
2020-07-23,0.28919817930902364
2020-07-24,0.2689655172413793
2020-07-27,0.3009852216748768
2020-07-28,0.28571428571428564
2020-07-29,0.32216748768472897
2020-07-30,0.30935960591132994
2020-07-31,0.34926108374384224
2020-08-03,0.35221674876847286
2020-08-04,0.22266009852216745
2020-08-05,0.180295566502463
2020-08-06,0.1004926108374384
2020-08-07,-0.0004926108374384235
2020-08-10,0.14384236453201968
2020-08-11,0.01822660098522167
2020-08-12,-0.08325123152709359
2020-08-13,0.004433497536945812
2020-08-14,-0.018719211822660092
2020-08-17,-0.05960591133004924
2020-08-18,-0.00985221674876847
2020-08-19,0.05221674876847289
2020-08-20,-0.0024630541871921174
2020-08-21,0.043842364532019694
2020-08-24,0.06009852216748767
2020-08-25,-0.08325123152709359
2020-08-26,0.2428571428571428
2020-08-27,0.042857142857142844
2020-08-28,0.11231527093596057
2020-08-31,0.1172413793103448
2020-09-01,0.06798029556650244
2020-09-03,0.0669950738916256
2020-09-04,0.3394088669950738
2020-09-07,0.3438423645320196
2020-09-08,0.15123152709359602
2020-09-09,0.16699507389162557
2020-09-10,0.24039408866995068
2020-09-11,0.20443349753694576
2020-09-14,0.1990147783251231
2020-09-15,0.11379310344827585
2020-09-16,0.08423645320197042
2020-09-17,0.05369458128078817
2020-09-18,0.18374384236453198
2020-09-21,0.1733990147783251
2020-09-22,0.21477832512315267
2020-09-23,0.3231527093596058
2020-09-24,0.31576354679802954
2020-09-25,0.31724137931034474
2020-09-28,0.36453201970443344
2020-09-29,0.3760262725779967
2020-09-30,0.2775041050903119
2020-12-29,0.012315270935960588
2020-12-30,-0.0586206896551724
2020-12-31,0.05270935960591132
2021-01-04,-0.070935960591133
2021-01-05,0.04630541871921181
2021-01-06,-0.15812807881773394
2021-01-07,-0.019211822660098517
2021-01-08,0.024630541871921176
2021-01-11,0.033004926108374376
2021-01-12,0.06847290640394087
2021-01-13,0.05320197044334973
2021-01-14,-0.08866995073891623
2021-01-15,0.044334975369458116
2021-01-18,0.3034482758620689
2021-01-19,0.3866995073891625
2021-01-20,0.43891625615763535
2021-01-21,0.39014778325123145
2021-01-22,0.24827586206896549
2021-01-25,0.28472906403940884
2021-01-26,0.27093596059113295
2021-01-27,0.36896551724137927
2021-01-28,0.37339901477832504
2021-01-29,-0.022167487684729058
2021-02-01,0.034482758620689655
2021-02-02,-0.09999999999999998
2021-02-03,0.13940886699507385
2021-02-04,0.13940886699507385
2021-02-05,-0.050738916256157625
2021-02-08,0.004926108374384235
2021-02-09,0.10197044334975366
2021-02-17,0.12266009852216746
2021-02-18,0.12315270935960589
2021-02-19,0.38571428571428557
2021-02-22,0.3837438423645319
2021-02-23,0.3911330049261083
2021-02-24,0.4197044334975369
2021-02-25,0.44433497536945804
2021-02-26,0.42906403940886684
2021-03-01,0.23004926108374377
2021-03-02,0.22216748768472902
2021-03-03,0.20544402175785836
2021-03-04,0.4123152709359605
2021-03-05,0.29211822660098513
2021-03-08,0.3266009852216748
2021-03-09,0.15123152709359602
2021-03-10,0.11970443349753691
2021-03-11,0.40935960591132997
2021-03-12,0.36798029556650236
2021-03-15,0.3073891625615763
2021-03-16,0.22315270935960585
2021-03-17,0.17487684729064035
2021-03-18,0.19359605911330044
2021-03-19,0.025615763546798023
2021-03-22,0.31083743842364525
2021-03-23,0.2743842364532019
2021-03-24,0.1581757508342603
2021-03-25,0.26896551724137935
2021-03-26,0.432258064516129
2021-03-29,0.40289210233592887
2021-03-30,0.3512791991101224
2021-03-31,0.49365962180200224
2021-04-01,0.6480533926585095
2021-04-02,0.667630700778643
2021-07-06,0.29744160177975526
2021-07-07,0.21735261401557288
2021-07-08,0.36551724137931035
2021-07-09,0.020244716351501667
2021-07-12,0.0896551724137931
2021-07-13,-0.17508342602892102
2021-07-14,0.11813125695216908
2021-07-15,0.024249165739710785
2021-07-16,0.056729699666295874
2021-07-19,0.08476084538375972
2021-07-20,0.16129032258064516
2021-07-21,0.26629588431590656
2021-07-22,0.14260289210233593
2021-07-23,0.18131256952169075
2021-07-26,0.10567296996662959
2021-07-27,0.18531701890989988
2021-07-28,0.13726362625139044
2021-07-29,-0.0896551724137931
2021-07-30,-0.0424916573971079
2021-08-02,0.023359288097886538
2021-08-03,-0.10522803114571745
2021-08-04,-0.08520578420467186
2021-08-05,-0.04471635150166852
2021-08-06,0.029588431590656286
2021-08-09,0.1350389321468298
2021-08-10,0.1096774193548387
2021-08-11,0.04471635150166852
2021-08-12,0.034482758620689655
2021-08-13,0.034037819799777526
2021-08-16,-0.053170189098998885
2021-08-17,-0.058064516129032254
2021-08-18,-0.005561735261401557
2021-08-19,0.0135706340378198
2021-08-20,-0.059844271412680755
2021-08-23,0.05406006674082313
2021-08-24,0.053170189098998885
2021-08-25,0.1804226918798665
2021-08-26,0.18887652947719688
2021-08-27,0.11056729699666296
2021-08-30,0.09276974416017797
2021-08-31,0.04382647385984427
2021-09-01,0.05050055617352613
2021-09-06,0.19688542825361513
2021-09-07,0.16796440489432704
2021-09-08,0.0002224694104560623
2021-09-09,-0.026108374384236445
2021-09-10,0.041871921182266
2021-09-13,-0.0004926108374384235
2021-09-14,-0.10591133004926105
2021-09-15,-0.06206896551724137
2021-09-16,0.04630541871921181
2021-09-17,0.0004926108374384235
2021-09-20,0.10050498906139833
2021-09-21,0.10591133004926105
2021-09-22,0.020197044334975364
2021-09-23,0.028571428571428564
2021-09-24,0.2014778325123152
2021-09-27,0.08423645320197042
2021-09-28,0.21871921182266005
2021-09-29,0.12019704433497534
2021-09-30,0.3620689655172413
2021-10-01,-0.05221674876847289
2021-10-04,-0.19310344827586204
2021-12-31,0.41357063403781974
2022-01-04,0.4700778642936596
2022-01-05,0.47319243604004446
2022-01-06,0.45317018909899887
2022-01-07,0.4589543937708565
2022-01-10,0.43270300333704115
2022-01-11,0.4567296996662959
2022-01-12,0.2565072302558398
2022-01-13,0.09899888765294772
2022-01-14,0.12347052280311456
2022-01-17,0.024249165739710785
2022-01-18,0.08520578420467186
2022-01-19,0.012235817575083427
2022-01-20,0.013125695216907676
2022-01-21,-0.13370411568409346
2022-01-24,-0.2547274749721913
2022-01-25,-0.1804226918798665
2022-01-26,-0.22269187986651834
2022-01-27,-0.14838709677419354
2022-01-28,-0.08520578420467186
2022-02-07,-0.14260289210233593
2022-02-08,-0.11902113459399331
2022-02-09,-0.1568409343715239
2022-02-10,-0.1385984427141268
2022-02-11,-0.2266963292547275
2022-02-14,-0.08075639599555061
2022-02-15,-0.0033370411568409346
2022-02-16,0.18798665183537264
2022-02-17,0.160845383759733
2022-02-18,0.21067853170189096
2022-02-21,0.10878754171301447
2022-02-22,-0.07497219132369298
2022-02-23,-0.041156840934371525
2022-02-24,-0.11679644048943269
2022-02-25,-0.13948832035595105
2022-02-28,-0.196440489432703
2022-03-01,-0.07586206896551724
2022-03-02,0.30856507230255836
2022-03-03,0.32547274749721916
2022-03-04,0.27430478309232476
2022-03-07,0.2983314794215795
2022-03-08,0.3236929922135706
2022-03-09,0.3450500556173526
2022-03-10,0.3699666295884316
2022-03-11,0.2004449388209121
2022-03-14,0.12791991101223582
2022-03-15,-0.13147942157953282
2022-03-16,0.03848720800889878
2022-03-17,-0.09766407119021134
2022-03-18,-0.10211345939933258
2022-03-21,0.08031145717463849
2022-03-22,0.15550611790878754
2022-03-23,0.3041156840934371
2022-03-24,0.02647385984427141
2022-03-25,0.2867630700778643
2022-03-28,0.19421579532814237
2022-03-29,-0.1243604004449388
2022-03-30,-0.023359288097886538
2022-03-31,0.064293659621802
2022-04-01,-0.13815350389321468
2022-04-04,0.0135706340378198
2022-04-05,0.06963292547274749
2022-04-06,-0.07764182424916574
2022-07-08,-0.1479421579532814
2022-07-11,-0.0843159065628476
2022-07-12,-0.014460511679644046
2022-07-13,-0.02269440441231985
2022-07-14,-0.08075639599555061
2022-07-15,-0.05494994438264739
2022-07-18,-0.1546162402669633
2022-07-19,-0.14482758620689654
2022-07-20,-0.07096774193548387
2022-07-21,-0.11234705228031144
2022-07-22,0.0011123470522803117
2022-07-25,0.08164627363737487
2022-07-26,0.09098998887652948
2022-07-27,0.03937708565072302
2022-07-28,-0.009121245828698554
2022-07-29,0.07185761957730812
2022-08-01,-0.10700778642936595
2022-08-02,0.10923248053392658
2022-08-03,0.17152391546162402
2022-08-04,-0.10878754171301447
2022-08-05,-0.014905450500556172
2022-08-08,-0.029143492769744164
2022-08-09,-0.04916573971078977
2022-08-10,-0.11056729699666296
2022-08-11,-0.15997330169076443
2022-08-12,-0.17953281423804227
2022-08-15,-0.20222469410456062
2022-08-16,-0.1870967741935484
2022-08-17,-0.19288097886540603
2022-08-18,-0.14126807563959956
2022-08-19,-0.038042269187986644
2022-08-22,-0.22580645161290322
2022-08-23,-0.2800889877641824
2022-08-24,-0.2520578420467186
2022-08-25,-0.20088987764182425
2022-08-26,-0.05005561735261402
2022-08-29,-0.021134593993325918
2022-08-30,-0.05761957730812013
2022-08-31,-0.15550611790878754
2022-09-05,-0.06251390433815351
2022-09-06,0.024249165739710785
2022-09-07,0.018020022246941044
2022-09-08,-0.030478309232480537
2022-09-09,-0.058954393770856504
2022-09-12,0.04338153503893215
2022-09-13,-0.11813125695216908
2022-09-14,-0.05361512791991101
2022-09-15,-0.054505005561735265
2022-09-16,-0.0028921023359288096
2022-09-19,-0.0033370411568409346
2022-09-20,0.1003337041156841
2022-09-21,0.22402669632925473
2022-09-22,0.33704115684093433
2022-09-23,0.4091212458286986
2022-09-26,0.4767519466073415
2022-09-27,0.47141268075639603
2022-09-28,0.5412680756395996
2022-09-29,0.38509454949944383
2022-09-30,0.47897664071190205
2022-10-03,0.23159065628476083
2022-10-04,0.21690767519466073
2022-10-05,0.1768631813125695
2022-10-06,0.22580645161290322
2023-01-05,0.14304783092324808
2023-01-06,0.13993325917686317
2023-01-09,0.10789766407119021
2023-01-10,-0.004226918798665183
2023-01-11,0.034482758620689655
2023-01-12,0.034482758620689655
2023-01-13,-0.024249165739710785
