,rank_ic
2016-08-10,0.1692421355902623
2016-08-11,0.17352941176470588
2016-08-12,0.12058823529411765
2016-08-15,0.13529411764705881
2016-08-16,0.18543051377715697
2016-08-17,0.11470588235294117
2016-08-18,0.25
2016-08-19,0.1176470588235294
2016-08-22,0.0411764705882353
2016-08-23,0.18823529411764706
2016-08-24,0.0588235294117647
2016-08-25,-0.008823529411764706
2016-08-26,0.03529411764705882
2016-08-29,0.0058823529411764705
2016-08-30,0.19705882352941176
2016-08-31,-0.02058823529411765
2016-09-01,-0.14705882352941177
2016-09-05,-0.1764705882352941
2016-09-06,-0.22058823529411767
2016-09-07,-0.12058823529411765
2016-09-08,-0.2323529411764706
2016-09-09,-0.02058823529411765
2016-09-12,0.03529411764705882
2016-09-13,-0.0588235294117647
2016-09-14,-0.05294117647058824
2016-09-15,-0.049999999999999996
2016-09-16,0.2911764705882353
2016-09-19,0.28529411764705886
2016-12-16,0.6323529411764707
2016-12-19,0.4803921568627451
2016-12-20,0.29656862745098045
2016-12-21,0.18137254901960786
2016-12-22,0.37009803921568635
2016-12-23,0.2524509803921569
2016-12-26,0.16421568627450983
2016-12-27,0.2720588235294118
2016-12-28,0.36764705882352944
2016-12-29,0.12990196078431374
2016-12-30,0.07843137254901962
2017-01-03,0.1593137254901961
2017-01-04,0.022058823529411766
2017-01-05,0.13235294117647062
2017-01-06,0.04901960784313726
2017-01-09,0.01547987616099071
2017-01-10,0.15170278637770898
2017-01-11,0.054695562435500514
2017-01-12,0.023735810113519093
2017-01-13,-0.0629514963880289
2017-01-16,0.13106295149638802
2017-01-17,-0.08152734778121776
2017-01-18,0.017543859649122806
2017-01-19,-0.029927760577915376
2017-01-20,0.2115583075335397
2017-01-23,0.27155398559449767
2017-01-24,0.17647058823529413
2017-01-25,0.1867905056759546
2017-02-02,0.413828689370485
2017-02-03,0.4097007223942208
2017-02-06,0.5954592363261093
2017-02-07,0.5190918472652218
2017-02-08,0.5479876160990712
2017-02-09,0.6718266253869969
2017-02-10,0.38906088751289986
2017-02-13,0.1413828689370485
2017-02-14,0.04233351106226009
2017-02-15,-0.053691282322866456
2017-02-16,0.23426212590299278
2017-02-17,0.15170278637770898
2017-02-20,0.09803921568627451
2017-02-21,0.12899896800825592
2017-02-22,0.017543859649122806
2017-02-23,-0.01547987616099071
2017-02-24,-0.24664602683178533
2017-02-27,-0.3333333333333333
2017-02-28,-0.28070175438596495
2017-03-01,-0.3877192982456141
2017-03-02,-0.4280701754385965
2017-03-03,-0.37894736842105264
2017-03-06,-0.5
2017-03-07,-0.5578947368421052
2017-03-08,-0.4052631578947368
2017-03-09,-0.4666666666666667
2017-03-10,-0.4526315789473684
2017-03-13,-0.4385964912280701
2017-03-14,-0.4280701754385965
2017-03-15,-0.32280701754385965
2017-03-16,-0.23859649122807017
2017-03-17,-0.2508771929824561
2017-03-20,-0.3508771929824562
2017-03-21,-0.39473684210526316
2017-03-22,-0.2964912280701754
2017-06-23,-0.2721804511278195
2017-06-26,-0.11879699248120301
2017-06-27,-0.051127819548872175
2017-06-28,-0.1263157894736842
2017-06-29,-0.003007518796992481
2017-06-30,-0.07669172932330826
2017-07-03,-0.3037593984962406
2017-07-04,-0.26315789473684204
2017-07-05,-0.06466165413533834
2017-07-06,-0.09924812030075188
2017-07-07,0.04661654135338346
2017-07-10,0.1789473684210526
2017-07-11,0.004511278195488721
2017-07-12,-0.06917293233082707
2017-07-13,-0.12180451127819547
2017-07-14,-0.12932330827067667
2017-07-17,-0.13383458646616542
2017-07-18,-0.04060150375939849
2017-07-19,0.05340353894021614
2017-07-20,0.22857142857142856
2017-07-21,0.14065439129324533
2017-07-24,0.16842105263157892
2017-07-25,0.015037593984962403
2017-07-26,0.16240601503759397
2017-07-27,0.12932330827067667
2017-07-28,0.2120300751879699
2017-07-31,0.29172932330827067
2017-08-01,0.41503759398496237
2017-08-02,0.24060150375939846
2017-08-03,0.14887218045112782
2017-08-04,0.12781954887218044
2017-08-07,0.14736842105263157
2017-08-08,-0.012030075187969924
2017-08-09,-0.024060150375939848
2017-08-10,-0.015037593984962403
2017-08-11,0.021052631578947364
2017-08-14,0.30977443609022554
2017-08-15,0.33684210526315783
2017-08-16,0.2781954887218045
2017-08-17,0.1987012987012987
2017-08-18,0.15324675324675324
2017-08-21,0.07012987012987014
2017-08-22,0.17922077922077922
2017-08-23,0.1155844155844156
2017-08-24,0.22207792207792207
2017-08-25,-0.08181818181818182
2017-08-28,-0.12727272727272726
2017-08-29,-0.1012987012987013
2017-08-30,-0.11168831168831168
2017-08-31,-0.27662337662337666
2017-09-01,-0.12467532467532469
2017-09-05,-0.17792207792207793
2017-09-06,-0.13116883116883118
2017-09-07,0.14155844155844155
2017-09-08,0.08441558441558442
2017-09-11,0.07272727272727272
2017-09-12,0.04025974025974026
2017-09-13,0.18181818181818182
2017-09-14,0.20519480519480518
2017-09-15,0.25787594734542896
2017-09-18,0.14545454545454545
2017-09-19,0.3168831168831169
2017-09-20,0.35194805194805195
2017-12-19,-0.14723320158102768
2017-12-20,-0.14624505928853757
2017-12-21,-0.03754940711462451
2017-12-22,-0.03952569169960475
2017-12-25,-0.04743083003952569
2017-12-26,-0.001976284584980237
2017-12-27,0.1007905138339921
2017-12-28,0.05138339920948617
2017-12-29,-0.09486166007905138
2018-01-02,-0.13339920948616601
2018-01-03,-0.019762845849802375
2018-01-04,-0.03656126482213439
2018-01-05,0.19130434782608693
2018-01-08,0.27478260869565213
2018-01-09,0.20956521739130432
2018-01-10,0.2026086956521739
2018-01-11,0.27391304347826084
2018-01-12,0.15043478260869564
2018-01-15,0.26608695652173914
2018-01-16,0.27391304347826084
2018-01-17,0.2817391304347826
2018-01-18,0.4391304347826086
2018-01-19,0.17391304347826084
2018-01-22,0.3026086956521739
2018-01-25,0.35478260869565215
2018-01-26,0.43478260869565216
2018-01-29,0.33304347826086955
2018-01-30,0.2678260869565217
2018-01-31,0.2582608695652174
2018-02-01,0.3921739130434782
2018-02-02,0.3991304347826086
2018-02-05,0.21739130434782608
2018-02-06,0.18608695652173912
2018-02-07,0.11130434782608695
2018-02-08,0.22
2018-02-09,0.1843478260869565
2018-02-12,0.13391304347826086
2018-02-13,0.17217391304347823
2018-02-21,0.20923076923076922
2018-02-22,0.21846153846153843
2018-02-23,0.1776923076923077
2018-02-26,0.1400269308456853
2018-02-27,0.06615384615384615
2018-02-28,0.02923076923076923
2018-03-01,0.07923076923076922
2018-03-02,0.061538461538461535
2018-03-05,0.3869230769230769
2018-03-06,0.3869230769230769
2018-03-07,0.46615384615384614
2018-03-08,0.28769230769230764
2018-03-09,0.4107692307692308
2018-03-12,0.28076923076923077
2018-03-13,0.29000000000000004
2018-03-14,0.09692307692307693
2018-03-15,0.03846153846153846
2018-03-16,-0.11923076923076922
2018-03-19,-0.18076923076923077
2018-03-20,-0.04923076923076923
2018-03-21,-0.025641025641025637
2018-03-22,0.007179487179487179
2018-03-23,0.05709401709401708
2018-03-26,-0.20478632478632477
2018-03-27,-0.15213675213675212
2018-06-28,0.029556650246305414
2018-06-29,0.024140904235335874
2018-07-02,0.21477832512315267
2018-07-03,0.26108374384236444
2018-07-04,0.026600985221674867
2018-07-05,0.1758620689655172
2018-07-06,-0.10591133004926105
2018-07-09,-0.14827586206896548
2018-07-10,-0.23940886699507383
2018-07-11,-0.014285714285714282
2018-07-12,-0.18965517241379307
2018-07-13,-0.2502463054187192
2018-07-16,-0.15369458128078814
2018-07-17,-0.16009852216748766
2018-07-18,-0.27684729064039404
2018-07-19,-0.1926108374384236
2018-07-20,-0.1694581280788177
2018-07-23,-0.06945812807881772
2018-07-24,-0.1408866995073891
2018-07-25,0.01970443349753694
2018-07-26,0.06848134058595279
2018-07-27,0.05369458128078817
2018-07-30,0.18177339901477826
2018-07-31,0.17438423645320195
2018-08-01,0.31083743842364525
2018-08-02,0.12315270935960589
2018-08-03,0.14334975369458125
2018-08-06,0.1990147783251231
2018-08-07,0.19950738916256153
2018-08-08,0.33152709359605903
2018-08-09,0.43842364532019695
2018-08-10,0.47192118226600976
2018-08-13,0.39950738916256145
2018-08-14,0.43201970443349746
2018-08-15,0.5487684729064038
2018-08-16,0.4083743842364531
2018-08-17,0.3187584702094349
2018-08-20,0.4286242180559635
2018-08-21,0.20788177339901473
2018-08-22,0.3113300492610837
2018-08-23,0.1635467980295566
2018-08-24,0.14975369458128074
2018-08-27,0.09605911330049259
2018-08-28,-0.001970443349753694
2018-08-29,0.044827586206896544
2018-08-30,-0.11133004926108372
2018-08-31,-0.13152709359605907
2018-09-04,-0.14926108374384234
2018-09-05,-0.10738916256157634
2018-09-06,-0.034482758620689655
2018-09-07,-0.09261083743842362
2018-09-10,-0.2014778325123152
2018-09-11,-0.2266009852216748
2018-09-12,-0.2970443349753694
2018-09-13,-0.4275862068965517
2018-09-14,-0.32807881773399006
2018-09-17,-0.3433497536945812
2018-09-18,-0.4812807881773397
2018-09-19,-0.4123152709359605
2018-09-20,-0.3852216748768472
2018-09-21,-0.30246305418719205
2018-09-24,-0.334975369458128
2018-09-25,-0.31083743842364525
2018-12-24,-0.0965636169413435
2018-12-25,-0.180295566502463
2018-12-26,0.02808227635539071
2018-12-27,-0.08866995073891623
2018-12-28,-0.15812807881773394
2019-01-02,-0.05911330049261083
2019-01-03,0.08325123152709359
2019-01-04,-0.0625615763546798
2019-01-07,0.05221674876847289
2019-01-08,-0.07438423645320195
2019-01-09,0.1339901477832512
2019-01-10,0.12709359605911327
2019-01-11,0.251231527093596
2019-01-14,0.196551724137931
2019-01-15,0.24017736356584163
2019-01-16,0.3177339901477832
2019-01-17,0.28571428571428564
2019-01-18,0.47192118226600976
2019-01-21,0.5088669950738914
2019-01-22,0.5847290640394087
2019-01-23,0.3798029556650246
2019-01-24,0.003448275862068965
2019-01-25,-0.006403940886699506
2019-01-28,0.03990147783251231
2019-01-29,-0.2118226600985221
2019-01-30,-0.3206896551724137
2019-01-31,-0.16206896551724134
2019-02-01,-0.29113300492610833
2019-02-11,-0.4236453201970442
2019-02-12,-0.16059113300492608
2019-02-13,-0.13251231527093593
2019-02-14,-0.08991255148875095
2019-02-15,-0.24433497536945803
2019-02-18,-0.08423645320197042
2019-02-19,-0.05270935960591132
2019-02-20,-0.16403940886699503
2019-02-21,-0.22244118902559484
2019-02-22,-0.31457076233187664
2019-02-25,-0.3704433497536945
2019-02-26,-0.3950738916256157
2019-02-27,-0.2303239332657045
2019-02-28,-0.24334975369458123
2019-03-01,-0.2665024630541871
2019-03-04,-0.2684729064039408
2019-03-05,-0.10098522167487682
2019-03-06,-0.04337112404524812
2019-03-07,-0.044827586206896544
2019-03-08,0.11428571428571425
2019-03-11,0.18374384236453198
2019-03-12,0.18472906403940884
2019-03-13,-0.0167487684729064
2019-03-14,0.010344827586206895
2019-03-15,0.2899371865815339
2019-03-18,0.0921182266009852
2019-03-19,0.20541871921182261
2019-03-20,0.18078817733990143
2019-03-21,0.19310344827586204
2019-03-22,-0.05270935960591132
2019-03-25,0.12760192238677534
2019-03-26,0.2975369458128078
2019-03-27,0.2975369458128078
2019-03-28,0.34778325123152704
2019-03-29,0.2157635467980295
2019-07-03,0.2428571428571428
2019-07-04,0.26108374384236444
2019-07-05,0.2758960484038386
2019-07-08,0.15566502463054185
2019-07-09,0.11379310344827585
2019-07-10,0.1364532019704433
2019-07-11,0.05714285714285713
2019-07-12,0.05369458128078817
2019-07-15,0.17290640394088666
2019-07-16,0.07044334975369455
2019-07-17,-0.05714285714285713
2019-07-18,-0.005421390505656015
2019-07-19,0.0354679802955665
2019-07-22,0.09753694581280786
2019-07-23,0.10394088669950736
2019-07-24,0.14236453201970442
2019-07-25,0.16600985221674872
2019-07-26,0.2275862068965517
2019-07-29,0.20985221674876844
2019-07-30,0.22709359605911325
2019-07-31,0.2753694581280787
2019-08-01,0.17487684729064035
2019-08-02,0.34433497536945806
2019-08-05,0.5364532019704432
2019-08-06,0.37931034482758613
2019-08-07,0.3660098522167487
2019-08-08,0.36748768472906396
2019-08-09,0.5049261083743841
2019-08-12,0.4541871921182265
2019-08-13,0.4822660098522167
2019-08-14,0.5709359605911328
2019-08-15,0.19559059145772126
2019-08-16,0.1970443349753694
2019-08-19,0.2615763546798029
2019-08-20,0.13251231527093593
2019-08-21,0.23103448275862065
2019-08-22,0.25467980295566495
2019-08-23,0.33399014778325115
2019-08-26,0.3852216748768472
2019-08-27,0.334975369458128
2019-08-28,0.5098522167487685
2019-08-29,0.48669950738916246
2019-08-30,0.4901477832512314
2019-09-03,0.2635467980295566
2019-09-04,0.48078817733990137
2019-09-05,0.37931034482758613
2019-09-06,0.3325123152709359
2019-09-09,0.3113300492610837
2019-09-10,0.3546798029556649
2019-09-11,0.3724137931034482
2019-09-12,0.38029556650246293
2019-09-13,0.48472906403940874
2019-09-16,0.29359605911330044
2019-09-17,0.35320197044334967
2019-09-18,0.34926108374384224
2019-09-19,0.44406116778146076
2019-09-20,0.42807881773399004
2019-09-23,0.4234511671483915
2019-09-24,0.42167487684729055
2019-09-25,0.40399064230562076
2019-09-26,0.35862068965517235
2019-09-27,0.3121074047568424
2019-09-30,0.3497536945812807
2019-12-27,-0.20344827586206893
2019-12-30,-0.20246305418719207
2019-12-31,-0.2009852216748768
2020-01-02,-0.037438423645320185
2020-01-03,-0.17142857142857137
2020-01-06,-0.13004926108374382
2020-01-07,-0.2162561576354679
2020-01-08,-0.2389162561576354
2020-01-09,-0.19852216748768467
2020-01-10,-0.3039408866995073
2020-01-13,-0.3162561576354679
2020-01-14,-0.2073891625615763
2020-01-15,-0.15418719211822657
2020-01-16,-0.18275862068965515
2020-01-17,-0.24532019704433491
2020-01-20,-0.30443349753694576
2020-01-21,-0.09802955665024629
2020-01-22,-0.16011824237722772
2020-01-30,-0.07192118226600984
2020-01-31,-0.19458128078817727
2020-02-03,-0.20492610837438419
2020-02-04,-0.06700332604093222
2020-02-05,-0.010837438423645318
2020-02-06,-0.07241379310344825
2020-02-07,0.13251231527093593
2020-02-10,0.10197044334975366
2020-02-11,0.03497536945812807
2020-02-12,0.1004926108374384
2020-02-13,0.09704433497536943
2020-02-14,0.22216748768472902
2020-02-17,0.011822660098522165
2020-02-18,-0.08669950738916254
2020-02-19,0.013300492610837433
2020-02-20,-0.006403940886699506
2020-02-21,0.12216748768472901
2020-02-24,0.09753694581280786
2020-02-25,-0.026108374384236445
2020-02-26,-0.0901477832512315
2020-02-27,-0.21428571428571425
2020-02-28,-0.2586206896551724
2020-03-02,-0.08029556650246304
2020-03-03,-0.08965517241379309
2020-03-04,-0.25467980295566495
2020-03-05,-0.10640394088669947
2020-03-06,-0.024630541871921176
2020-03-09,-0.14729064039408865
2020-03-10,0.004433497536945812
2020-03-11,0.03497536945812807
2020-03-12,0.27241379310344827
2020-03-13,0.10689655172413792
2020-03-16,0.08423645320197042
2020-03-17,0.07339901477832511
2020-03-18,0.032512315270935954
2020-03-19,0.10892066379545265
2020-03-20,0.2275862068965517
2020-03-23,0.25221674876847283
2020-03-24,0.19950738916256153
2020-03-25,0.002955665024630541
2020-03-26,-0.15221674876847288
2020-03-27,-0.17093596059113297
2020-03-30,-0.1172413793103448
2020-03-31,0.10246305418719209
2020-04-01,-0.033004926108374376
2020-07-03,0.14287473935198783
2020-07-06,0.18374384236453198
2020-07-07,0.38423645320197036
2020-07-08,0.3600985221674876
2020-07-09,0.19211822660098518
2020-07-10,0.24532019704433491
2020-07-13,0.025615763546798023
2020-07-14,0.10640394088669947
2020-07-15,0.0167487684729064
2020-07-16,0.0073891625615763535
2020-07-17,-0.015763546798029552
2020-07-20,0.13251231527093593
2020-07-21,0.23201970443349748
2020-07-22,0.24630541871921177
2020-07-23,0.13573100238438843
2020-07-24,0.18177339901477826
2020-07-27,0.18325123152709355
2020-07-28,0.2615763546798029
2020-07-29,0.2807881773399014
2020-07-30,0.24088669950738908
2020-07-31,0.2881773399014778
2020-08-03,0.2753694581280787
2020-08-04,0.225615763546798
2020-08-05,0.06502463054187191
2020-08-06,-0.008866995073891625
2020-08-07,0.07044334975369455
2020-08-10,0.09310344827586205
2020-08-11,-0.07931034482758618
2020-08-12,-0.09162561576354677
2020-08-13,-0.028078817733990142
2020-08-14,-0.07142857142857141
2020-08-17,-0.06798029556650244
2020-08-18,-0.07536945812807881
2020-08-19,0.05763546798029554
2020-08-20,0.08078817733990146
2020-08-21,0.08522167487684727
2020-08-24,0.167487684729064
2020-08-25,-0.07881773399014776
2020-08-26,0.26305418719211815
2020-08-27,0.05911330049261083
2020-08-28,0.11576354679802954
2020-08-31,0.11182266009852214
2020-09-01,0.07931034482758618
2020-09-03,0.1004926108374384
2020-09-04,0.3305418719211822
2020-09-07,0.3724137931034482
2020-09-08,0.20935960591133002
2020-09-09,0.2177339901477832
2020-09-10,0.17931034482758618
2020-09-11,0.20049261083743838
2020-09-14,0.19113300492610832
2020-09-15,0.0251231527093596
2020-09-16,0.083743842364532
2020-09-17,0.001970443349753694
2020-09-18,0.1133004926108374
2020-09-21,0.014778325123152707
2020-09-22,0.13497536945812805
2020-09-23,0.1689655172413793
2020-09-24,0.22167487684729056
2020-09-25,0.24137931034482757
2020-09-28,0.30935960591132994
2020-09-29,0.3858784893267652
2020-09-30,0.20251778872468526
2020-12-29,0.0167487684729064
2020-12-30,0.004926108374384235
2020-12-31,0.14433497536945808
2021-01-04,0.014778325123152707
2021-01-05,0.05369458128078817
2021-01-06,-0.31724137931034474
2021-01-07,-0.08522167487684727
2021-01-08,-0.01970443349753694
2021-01-11,-0.06009852216748767
2021-01-12,-0.03596059113300492
2021-01-13,0.028078817733990142
2021-01-14,-0.2556650246305418
2021-01-15,0.03990147783251231
2021-01-18,0.21034482758620687
2021-01-19,0.14334975369458125
2021-01-20,0.3113300492610837
2021-01-21,0.28768472906403936
2021-01-22,0.26502463054187186
2021-01-25,0.3389162561576354
2021-01-26,0.16995073891625612
2021-01-27,0.29408866995073885
2021-01-28,0.3305418719211822
2021-01-29,0.002955665024630541
2021-02-01,0.24088669950738908
2021-02-02,0.12364532019704431
2021-02-03,0.2113300492610837
2021-02-04,0.20886699507389156
2021-02-05,0.13251231527093593
2021-02-08,0.026600985221674867
2021-02-09,0.09064039408866993
2021-02-17,0.07339901477832511
2021-02-18,0.13152709359605907
2021-02-19,0.396551724137931
2021-02-22,0.3655172413793103
2021-02-23,0.4123152709359605
2021-02-24,0.46305418719211816
2021-02-25,0.3980295566502462
2021-02-26,0.4034482758620689
2021-03-01,0.2364532019704433
2021-03-02,0.2492610837438423
2021-03-03,0.1992856278202727
2021-03-04,0.25615763546798026
2021-03-05,0.17832512315270932
2021-03-08,0.21527093596059108
2021-03-09,0.043842364532019694
2021-03-10,0.04236453201970442
2021-03-11,0.24827586206896549
2021-03-12,0.27339901477832507
2021-03-15,0.25369458128078815
2021-03-16,0.08965517241379309
2021-03-17,0.10738916256157634
2021-03-18,0.03694581280788176
2021-03-19,-0.04876847290640393
2021-03-22,0.14384236453201968
2021-03-23,0.12660098522167484
2021-03-24,0.01668520578420467
2021-03-25,0.12703003337041155
2021-03-26,0.27697441601779754
2021-03-29,0.27252502780867627
2021-03-30,0.16796440489432704
2021-03-31,0.36106785317018913
2021-04-01,0.48609566184649605
2021-04-02,0.48120133481646277
2021-07-06,0.2640711902113459
2021-07-07,0.27519466073414905
2021-07-08,0.32146829810900995
2021-07-09,-0.00778642936596218
2021-07-12,0.07853170189098999
2021-07-13,-0.13726362625139044
2021-07-14,0.14304783092324808
2021-07-15,0.038042269187986644
2021-07-16,0.05850945494994438
2021-07-19,0.0843159065628476
2021-07-20,0.2511679644048943
2021-07-21,0.23781979977753054
2021-07-22,0.1581757508342603
2021-07-23,0.20266963292547271
2021-07-26,0.09899888765294772
2021-07-27,0.13236929922135707
2021-07-28,0.08921023359288098
2021-07-29,-0.1132369299221357
2021-07-30,-0.059844271412680755
2021-08-02,0.03670745272525028
2021-08-03,-0.02647385984427141
2021-08-04,-0.0033370411568409346
2021-08-05,0.06162402669632924
2021-08-06,0.07986651835372637
2021-08-09,0.13236929922135707
2021-08-10,0.1474972191323693
2021-08-11,0.06740823136818688
2021-08-12,0.08164627363737487
2021-08-13,0.0771968854282536
2021-08-16,-0.01268075639599555
2021-08-17,0.03270300333704116
2021-08-18,0.017130144605116793
2021-08-19,0.030923248053392655
2021-08-20,0.021134593993325918
2021-08-23,0.038042269187986644
2021-08-24,0.13770856507230256
2021-08-25,0.2422691879866518
2021-08-26,0.17775305895439378
2021-08-27,0.07764182424916574
2021-08-30,0.0731924360400445
2021-08-31,-0.016240266963292546
2021-09-01,0.02202447163515017
2021-09-06,0.10389321468298107
2021-09-07,0.13058954393770855
2021-09-08,-0.04338153503893215
2021-09-09,-0.08128078817733987
2021-09-10,-0.011330049261083741
2021-09-13,-0.08029556650246304
2021-09-14,-0.21428571428571425
2021-09-15,-0.08078817733990146
2021-09-16,-0.05418719211822659
2021-09-17,-0.018719211822660092
2021-09-20,0.08769552967122012
2021-09-21,0.05960591133004924
2021-09-22,-0.04039408866995073
2021-09-23,-0.03201970443349753
2021-09-24,0.19162561576354678
2021-09-27,0.05714285714285713
2021-09-28,0.18177339901477826
2021-09-29,0.083743842364532
2021-09-30,0.2842364532019704
2021-10-01,-0.14384236453201968
2021-10-04,-0.21822660098522165
2021-12-31,0.4558398220244716
2022-01-04,0.5274749721913237
2022-01-05,0.4068965517241379
2022-01-06,0.5190211345939933
2022-01-07,0.49410456062291436
2022-01-10,0.5470522803114571
2022-01-11,0.48654060066740823
2022-01-12,0.2863181312569522
2022-01-13,0.1710789766407119
2022-01-14,0.09499443826473859
2022-01-17,0.0006674082313681868
2022-01-18,-0.0353726362625139
2022-01-19,0.010011123470522802
2022-01-20,0.019799777530589546
2022-01-21,-0.20667408231368187
2022-01-24,-0.3650723025583982
2022-01-25,-0.34949944382647385
2022-01-26,-0.28854282536151277
2022-01-27,-0.2863181312569522
2022-01-28,-0.22625139043381537
2022-02-07,-0.17552836484983317
2022-02-08,-0.17419354838709677
2022-02-09,-0.2925472747497219
2022-02-10,-0.217797552836485
2022-02-11,-0.2711902113459399
2022-02-14,-0.09588431590656285
2022-02-15,0.06607341490545049
2022-02-16,0.20978865406006672
2022-02-17,0.19288097886540603
2022-02-18,0.22402669632925473
2022-02-21,0.10478309232480533
2022-02-22,-0.10255839822024472
2022-02-23,-0.047830923248053395
2022-02-24,-0.05361512791991101
2022-02-25,-0.11768631813125695
2022-02-28,-0.13014460511679646
2022-03-01,-0.09543937708565071
2022-03-02,0.30634037819799775
2022-03-03,0.16796440489432704
2022-03-04,0.23648498331479423
2022-03-07,0.27919911012235815
2022-03-08,0.3268075639599555
2022-03-09,0.3548387096774193
2022-03-10,0.3147942157953281
2022-03-11,0.15417130144605118
2022-03-14,0.08298109010011123
2022-03-15,-0.08876529477196884
2022-03-16,0.09588431590656285
2022-03-17,0.05850945494994438
2022-03-18,-0.008231368186874304
2022-03-21,0.1946607341490545
2022-03-22,0.24048943270300333
2022-03-23,0.35706340378198
2022-03-24,0.1604004449388209
2022-03-25,0.3575083426028921
2022-03-28,0.18620689655172412
2022-03-29,-0.08476084538375972
2022-03-30,-0.028698553948832032
2022-03-31,0.06206896551724137
2022-04-01,-0.1870967741935484
2022-04-04,0.0460511679644049
2022-04-05,0.0843159065628476
2022-04-06,-0.058064516129032254
2022-07-08,-0.1292547274749722
2022-07-11,-0.13770856507230256
2022-07-12,-0.07541713014460512
2022-07-13,-0.11925687024513176
2022-07-14,-0.17908787541713014
2022-07-15,-0.11101223581757509
2022-07-18,-0.27697441601779754
2022-07-19,-0.185761957730812
2022-07-20,-0.10878754171301447
2022-07-21,-0.12703003337041155
2022-07-22,-0.03848720800889878
2022-07-25,0.08476084538375972
2022-07-26,0.07452725250278086
2022-07-27,0.02202447163515017
2022-07-28,-0.1385984427141268
2022-07-29,0.010011123470522802
2022-08-01,-0.10611790878754171
2022-08-02,0.029143492769744164
2022-08-03,0.06918798665183537
2022-08-04,-0.13370411568409346
2022-08-05,-0.04827586206896552
2022-08-08,-0.0389321468298109
2022-08-09,-0.10300333704115683
2022-08-10,-0.15595105672969967
2022-08-11,-0.21537434775613348
2022-08-12,-0.2182424916573971
2022-08-15,-0.2520578420467186
2022-08-16,-0.2631813125695217
2022-08-17,-0.2676307007786429
2022-08-18,-0.21245828698553948
2022-08-19,-0.09499443826473859
2022-08-22,-0.2293659621802002
2022-08-23,-0.3432703003337041
2022-08-24,-0.27875417130144603
2022-08-25,-0.2289210233592881
2022-08-26,-0.00778642936596218
2022-08-29,0.001557285873192436
