feature_set,model,horizon,target,n_dates,n_folds,ic_ic_mean,ic_ic_std,ic_ic_ir,ic_ic_positive_rate,ic_ic_t_stat,ic_n,top_bucket,bottom_bucket,long_short_spread,long_short_spread_t,mean_turnover,assumed_cost_bps_round_trip,cost_adjusted_spread_annualized,ic_mean_vs_node_only
node,ridge,20,risk_adjusted_return,1323,21,0.10287687798855073,0.24356964588587773,6.704939784097002,0.671201814058957,15.362947045372687,1323,0.5675220130566657,0.4831164306322389,0.0844055824244268,14.589179917000621,0.28723181130518494,25.0,1.045414734435551,0.0
node_plus_centrality,ridge,20,risk_adjusted_return,1323,21,0.05987479497131881,0.23532361796693238,4.039045940149125,0.5910808767951625,9.25461687806872,1323,0.5467023818329102,0.5014947265601272,0.04520765527278312,8.207911803164547,0.3237269223464382,25.0,0.5492216603292417,-0.04300208301723192
node_plus_neighbor,ridge,20,risk_adjusted_return,1323,21,0.049325416542356455,0.2317606575050385,3.3785575228507323,0.5910808767951625,7.741247794112987,1323,0.5418276516210824,0.504440597535768,0.03738705408531441,6.703690804238218,0.3338705293697729,25.0,0.4500430381246659,-0.05355146144619428
