date,equal_weight__sample,inverse_volatility__sample,community_risk_parity__sample,risk_parity__sample,risk_parity__ledoit_wolf,risk_parity__glasso,risk_parity__diagonal,minimum_variance__sample,minimum_variance__ledoit_wolf,minimum_variance__glasso,minimum_variance__diagonal
2012-05-03,0.9901662440755599,0.9927303583148466,0.9927303583148466,0.991465771190512,0.9915256887480268,0.9914542702082383,0.9927303583148466,0.9933228500904526,0.9935687633853629,0.9934446710349076,0.9954199544374657
2012-05-04,1.0040857893297688,1.0062662316136364,1.0062662316136364,1.004988495650573,1.0050463865711547,1.0049840934865,1.0062662316136364,1.0086682294276783,1.0091440520675439,1.0087595229381565,1.008716738245299
2012-05-07,1.0243645661645069,1.0237497304525276,1.0237497304525276,1.0225272545171076,1.0225957482431776,1.0225197520200398,1.0237497304525276,1.0217445175028184,1.0223756551712517,1.0224231031905076,1.024076869235657
2012-05-08,1.0300893484564333,1.0279712093956463,1.0279712093956463,1.0258548256359508,1.02594189076891,1.0257920565524594,1.0279712093956463,1.0222949097555152,1.022168511585646,1.0219145909138125,1.0266566205386094
2012-05-09,1.0288494985609675,1.0259810150282853,1.0259810150282853,1.0238793211828636,1.0239623485009033,1.0237937146176015,1.0259810150282853,1.016725047923474,1.0162243045343486,1.016522471544788,1.0239174979827887
2012-05-10,1.0264842585218727,1.0240669651212755,1.0240669651212755,1.0214315854654437,1.021535034308581,1.0213437433854242,1.0240669651212755,1.0136159202461328,1.0132927619789052,1.0135736264747441,1.0220807169631052
2012-05-11,1.0166132082647796,1.015557475341352,1.015557475341352,1.012149496439282,1.0122986443134396,1.0120794592013906,1.015557475341352,1.0026916180242298,1.0028216282616933,1.0030465260190762,1.014466500421316
2012-05-14,1.0003798009321634,1.002181609613182,1.002181609613182,0.9990567088397748,0.9991904138144111,0.9989610351602167,1.002181609613182,0.9936016703316164,0.993768892623063,0.9932050743931247,1.0033170385092094
2012-05-15,0.9770036414654486,0.98007365822199,0.98007365822199,0.9776641418183131,0.9777543401850103,0.9775738362334851,0.98007365822199,0.9766946749449446,0.9762128725049135,0.9760159169840799,0.982428129070842
2012-05-16,0.9744665001081613,0.9768619042379895,0.9768619042379895,0.9749891735666172,0.9750391968554372,0.9748664897872177,0.9768619042379895,0.9784636847377076,0.9771712260437935,0.976649266885849,0.9787058496140935
2012-05-17,0.9624516229423341,0.967511940976309,0.967511940976309,0.965752435477176,0.9657927860145987,0.9656336090569287,0.967511940976309,0.9769021608919465,0.9753319177211169,0.9741882364916352,0.971882338665601
2012-05-18,0.9433035796018612,0.9503710339098665,0.9503710339098665,0.9500795536225012,0.9500491580690931,0.9500120421494994,0.9503710339098665,0.9668658358358759,0.9652260872543569,0.9643201403190542,0.9561944997956424
