date,equal_weight__sample,inverse_volatility__sample,community_risk_parity__sample,risk_parity__sample,risk_parity__ledoit_wolf,risk_parity__glasso,risk_parity__diagonal,minimum_variance__sample,minimum_variance__ledoit_wolf,minimum_variance__glasso,minimum_variance__diagonal
2016-06-15,0.16478279279150446,0.15346517145737257,0.15089307042831365,0.15394625228290845,0.15356552595473902,0.15383614964722042,0.15346517145737257,0.13986930163176547,0.13885053928239013,0.1393150823950093,0.14550919014167946
2016-06-16,0.16459519506760975,0.15329127368749976,0.1509231365637374,0.15374867208974943,0.15337385249160734,0.15363926136863246,0.15329127368749976,0.1397025264256807,0.13872117321884744,0.13916074646314366,0.1453373812507061
2016-06-17,0.16521100551751008,0.15358841328176093,0.15261305836264466,0.15396965538881616,0.15361097583040348,0.15386512270541552,0.1535884132817609,0.13969249800469336,0.13873045717624305,0.13915252390379654,0.14544837908678718
2016-06-20,0.1663546146121405,0.15516800252785962,0.1538895020598398,0.155373533319146,0.15502287004571602,0.15526231517172948,0.1551680025278596,0.14107943461108124,0.13991902421645558,0.14043727381377746,0.147279585889779
2016-06-21,0.16613682355848255,0.15499877769083578,0.15383341495925468,0.1552687860806847,0.15491384605715536,0.15515658474916824,0.15499877769083578,0.1411153374875772,0.13991814190036667,0.14045837533255262,0.14716957441014686
2016-06-22,0.16611372794438264,0.15506556677385652,0.15379489079368883,0.15537072506152672,0.15501643618123984,0.15525794283098093,0.1550655667738565,0.14124357513474814,0.1400559602579776,0.14057839318164012,0.1473006942467599
2016-06-23,0.16601177920201496,0.15506798954018927,0.15383395795847069,0.15567769144729562,0.15527739508925428,0.15555432419361578,0.15506798954018927,0.14140641538974766,0.14015569807549938,0.14069951454260424,0.14731352360191524
2016-06-24,0.1662766769724101,0.15617398894473333,0.15613712829765364,0.1568561135048069,0.15654531660711682,0.15673878144967202,0.15617398894473333,0.1414340201132635,0.140346621498718,0.14065636274226842,0.14906552693462222
2016-06-27,0.16628849860815756,0.1560805407840599,0.15622671392218018,0.15636764589230734,0.15611016615538567,0.15626180854359065,0.15608054078405986,0.14122976064029596,0.14022508243849055,0.14052438442843412,0.14880416776863967
2016-06-28,0.1663068256574467,0.15608029739559315,0.15629324999458571,0.15638051215750048,0.1561201333567249,0.15627378311125226,0.15608029739559312,0.14122215014514358,0.14021108265336135,0.14051019097203193,0.14879774522305272
2016-06-29,0.1670089305198256,0.15681137535632853,0.15735286029254852,0.1570777543921274,0.1568254929645637,0.1569695263736044,0.1568113753563285,0.14167635815945526,0.14067809462718556,0.140956255417966,0.149559227398561
2016-06-30,0.16704820888173824,0.15685591850485656,0.15740290609263424,0.15710383414847234,0.1568458372572187,0.15699368076616763,0.15685591850485653,0.1419217310287511,0.14074075726496524,0.14116005275355206,0.14956827100628986
2016-07-01,0.16732374383568285,0.15674831236960163,0.1579055177595625,0.15626752085522838,0.15610591847998365,0.15616549436430824,0.15674831236960163,0.14124947946892788,0.1400488024632618,0.14047285215726016,0.14885748107621785
2016-07-04,0.1676368202318435,0.15686999771065432,0.15815121663589704,0.15530415064736294,0.1552948075407898,0.1552078859385671,0.1568699977106543,0.14036005432438084,0.13916563246506394,0.13952837515195338,0.14849449872415132
2016-07-05,0.16735294672551648,0.15687001242564885,0.15844792652504938,0.1554734474740053,0.1554651224290096,0.15537555686002524,0.15687001242564882,0.14033912449600014,0.13920173703925132,0.13954281938201454,0.14864606592439902
2016-07-06,0.16704457288404215,0.1566836502096383,0.15783181356476988,0.15540876450203966,0.15539110728312644,0.15531040106573507,0.1566836502096383,0.14028300674750838,0.13914659178847966,0.13947643283800307,0.14855499482284787
2016-07-07,0.16847774151489853,0.1581220272442685,0.15945559591641867,0.15688515816082801,0.156842625557172,0.15677715825311286,0.1581220272442685,0.14026121155037183,0.13918074363178923,0.13940354401841853,0.1498796657784167
2016-07-08,0.16768068415304316,0.1570659721473483,0.15872156174957744,0.15551839789752656,0.15550767993794123,0.15541619041482638,0.15706597214734827,0.13875463352119916,0.13787451137529366,0.13800180380948932,0.14855993583755997
2016-07-11,0.1671449619063048,0.15653480796944635,0.15822282380744138,0.1549776849315628,0.1549886227501335,0.15488050317108257,0.15653480796944633,0.13829042428910582,0.13741443940155373,0.13755421679649119,0.14801670946072576
2016-07-12,0.16709147201512736,0.156374268446714,0.15795837077240393,0.15467408303199714,0.15470449223836202,0.15458241522362146,0.15637426844671398,0.1381485362391942,0.1372622561642783,0.13741263247537577,0.14773885782502652
2016-07-13,0.1688439948516767,0.1582655030146297,0.1602551461016412,0.15655041207726733,0.15663910514934082,0.15649228402400886,0.15826550301462966,0.13767925327684097,0.13707489390471886,0.13714928807262633,0.1496377411112187
2016-07-14,0.16838634652317006,0.15760221536514607,0.15982357333271496,0.15581024608031616,0.15592275304468045,0.15574668365333716,0.15760221536514604,0.13754311876239117,0.13688468623700123,0.13699893400801172,0.1488217612427599
2016-07-15,0.1681185614551176,0.15745732115492647,0.15961943986721774,0.15560932289960186,0.15572811455843266,0.1555493117204193,0.15745732115492644,0.13739368343091168,0.13673832845609932,0.1368630637170785,0.1487254488832081
2016-07-18,0.16786313803816116,0.15720386398024713,0.15958645372724023,0.15545514277962388,0.15555699174996002,0.15539487674402394,0.1572038639802471,0.13740058512514078,0.13668446047084948,0.1368384750700832,0.14848645651604092
2016-07-19,0.1684076248434181,0.1578191087760278,0.1603339574897273,0.1561591178228792,0.1562375385960299,0.15609631710803273,0.15781910877602778,0.1389021473538862,0.13778903119515248,0.1382999203637299,0.14922081574145044
2016-07-20,0.1687933051322218,0.1576974540680792,0.16073711987663344,0.15603573780689028,0.15608746830832873,0.15597573049177416,0.15769745406807917,0.13840457605890658,0.13700173335554713,0.13772203318097206,0.1487837307322596
2016-07-21,0.1657217479659907,0.1552892566443037,0.1586266848788679,0.15270947569620696,0.1529370300308906,0.15267878494771792,0.15528925664430368,0.13620878670068123,0.13495494365863123,0.13548783298383787,0.14701662115135397
2016-07-22,0.1582482682596817,0.14742478761889585,0.15121901381180097,0.14595649357719512,0.1460062685715315,0.1459123412090408,0.14742478761889583,0.1297698076573439,0.1284221480867797,0.12911678854512426,0.13884485306582603
2016-07-25,0.15584414676837402,0.1453973486260315,0.14870552674867024,0.14442056695128597,0.1444070198150611,0.14436247624881204,0.14539734862603146,0.1295259687529181,0.12820479538135987,0.1288444994497544,0.13708353799159667
2016-07-26,0.15487515357032547,0.14445402287749276,0.14797471359413852,0.14370351046545868,0.14364470488664416,0.143636317613183,0.14445402287749273,0.1290389568723268,0.12769850861333115,0.12838197596281017,0.13621331650424612
2016-07-27,0.15384796128596456,0.14354734626163881,0.14722210702031632,0.14286899539891687,0.14281090957551434,0.14279935322108941,0.1435473462616388,0.12868930655158892,0.12740086255508554,0.1280350670394431,0.13546866573789904
2016-07-28,0.1537640528089779,0.143446041965874,0.14719195958938178,0.14263422825470287,0.1425828435941486,0.14256564787189793,0.143446041965874,0.12699367236871187,0.12582243872891602,0.1263215796074572,0.13537472951024396
2016-07-29,0.13607861627292475,0.12516343938153035,0.13047931545669766,0.12524114702544917,0.12503720279933322,0.1251567452824393,0.12516343938153035,0.111893616757672,0.11008769778750116,0.11101928581619512,0.1169964120761584
2016-08-01,0.13573101731697132,0.12504458152800624,0.13027299543799487,0.12532728768194254,0.1250860125029948,0.12525122160088087,0.12504458152800624,0.1123946229993258,0.11061013022128703,0.11153226888242163,0.11699627576646211
2016-08-02,0.1389898348665731,0.12847306646092505,0.13348489128915028,0.12914945313000348,0.12881119628215548,0.12906477077354,0.12847306646092505,0.11648783852998279,0.11450639537782936,0.11554932022920572,0.12036260484084768
2016-08-03,0.13904073146436022,0.1284506566595923,0.13328237731044035,0.12916241673991372,0.12882791043855116,0.12908241772228848,0.1284506566595923,0.11650858854897815,0.11452092174071547,0.11556952198195515,0.12031367367413584
2016-08-04,0.13819777579894146,0.12753957836487026,0.13277030316077804,0.12840229655445012,0.1280289888664833,0.12832523589690725,0.12753957836487026,0.1153889267853894,0.11340235780595803,0.11451258390231928,0.11940108675585863
2016-08-05,0.13716710934610335,0.12640126925789555,0.13207461301387013,0.12693829237058515,0.12660988021226371,0.12687766447042045,0.12640126925789555,0.11285479404738465,0.11101428705233865,0.1120242079881231,0.11818395739366756
2016-08-08,0.13707215403314912,0.12638409719500965,0.13215181611933935,0.12684085779359747,0.12652616858235669,0.12677812455773468,0.12638409719500962,0.11257215307181541,0.11087610660473293,0.11176061758456944,0.11824620258051864
2016-08-09,0.13712275579010944,0.1264060310256705,0.13222220631903536,0.12669252982389506,0.12640537319581147,0.12662809870333414,0.1264060310256705,0.1115581660160134,0.1100728730069641,0.11080654357514914,0.11824901014742142
2016-08-10,0.13870214485329949,0.12767328671790146,0.133560924798574,0.1274406568787478,0.1272324099274539,0.12739241274212765,0.12767328671790143,0.11139189672900608,0.10994892670389173,0.11061430519532588,0.11917932625428429
2016-08-11,0.1406398132805168,0.12940789677870754,0.13518058616479037,0.12925680412651203,0.1290327378668659,0.12921034031882137,0.1294078967787075,0.1130032696220736,0.11147182167167964,0.11226357211990326,0.12066707014441679
2016-08-12,0.1408943226696114,0.12966214632171819,0.13543118625490838,0.12935781202383217,0.12916209665020192,0.12931620961903567,0.12966214632171819,0.11295904616863264,0.11142227948978053,0.11221721321458653,0.12090380744620735
2016-08-15,0.1405982343924042,0.1292870644057338,0.13491983050027084,0.1290464831849499,0.1288371800744368,0.12900733173030388,0.12928706440573376,0.11259603719906983,0.11108821223921919,0.11188518846104072,0.12044082019761111
2016-08-16,0.14025194489053674,0.12902141068328507,0.13461239164872546,0.12881406240035553,0.1286002340662708,0.1287752283267341,0.12902141068328507,0.11266724816714287,0.1111568866861168,0.11197148676139816,0.12022351534582029
2016-08-17,0.1395276431759839,0.12848138064677428,0.13409076441629664,0.12842709491871335,0.12818944218593797,0.12838677133322643,0.12848138064677425,0.11281946281566287,0.11125045735687564,0.11210349942098305,0.11986581968979737
2016-08-18,0.13965312502975047,0.12849730991429645,0.1341087835340271,0.12835065264430698,0.12812714477422033,0.12830911664966832,0.12849730991429645,0.11319919046052988,0.11146347452255943,0.11249963254400251,0.11986054474414447
2016-08-19,0.13844945533201505,0.12745831492785453,0.13325337383671007,0.1273951439160962,0.127152910336314,0.12733936093838963,0.12745831492785453,0.1129173746068355,0.11115269713061404,0.1121669618349072,0.11906223561996511
2016-08-22,0.1388737151893775,0.1280020566171832,0.13372736203992056,0.12812040297455737,0.1278528530884683,0.1280654115067553,0.12800205661718317,0.11412695539829039,0.1123527294825293,0.11334865497437345,0.11967189268483487
2016-08-23,0.13700188930071946,0.12593294709395875,0.13056405165038137,0.1270048196395204,0.12664393673609428,0.1269493339491384,0.12593294709395872,0.11381787112077035,0.11197582625680842,0.11305962520900828,0.11725759497595219
2016-08-24,0.13646481022514226,0.1253609027089827,0.13011857482339323,0.1264570101960268,0.1260881098892217,0.1263993561544403,0.12536090270898267,0.1128915497111066,0.11105779240883598,0.11218038918548613,0.11666498770047952
2016-08-25,0.13627710730631257,0.12520462678814018,0.12996549882918476,0.12633695538928538,0.1259608371589753,0.1262769548464234,0.12520462678814015,0.11295355944307985,0.11113276711568519,0.11229403661453706,0.11661933088232107
2016-08-26,0.1353860559343588,0.12416042187528104,0.12897843096112827,0.12486827185887703,0.1245495651089703,0.124809944989697,0.12416042187528104,0.11079910166267817,0.10917952843619527,0.11034130225662318,0.11543703787425541
2016-08-29,0.13533344008172923,0.12405105899341477,0.1289466998396213,0.12478774568186628,0.12445953840431832,0.12472944872944214,0.12405105899341475,0.11103143123747428,0.10919217350607083,0.11054172829505418,0.11533643225369132
2016-08-30,0.13402515054764483,0.12312632560161063,0.12824473186422436,0.12396566882756863,0.123627149699847,0.12389874953026517,0.12312632560161062,0.11119672308651113,0.10929044120893935,0.11070128049339566,0.11478421392255245
2016-08-31,0.13402601058804445,0.1231419937338293,0.12825701822252228,0.1239602129868117,0.12362585797690183,0.12389318624889956,0.12314199373382928,0.11165110301699435,0.1096170286202545,0.11115713794846856,0.11486292510512969
2016-09-01,0.1347188279938715,0.12371584935617992,0.12875470723648888,0.12461016356759651,0.12426339615878147,0.12454375205175085,0.12371584935617991,0.11199431977075057,0.1099950194084476,0.11150795041368959,0.11526863930972794
2016-09-05,0.1354301958508061,0.12441865487338503,0.12966971034446198,0.12524586917074906,0.12491215403792102,0.12518454724006525,0.124418654873385,0.11243296519969816,0.11043234704305813,0.11191010980727392,0.11590422283684147
2016-09-06,0.1352168673762257,0.1240278913434559,0.12887751150987015,0.1250780323624843,0.12472114746202305,0.12501644130008796,0.12402789134345588,0.11218387929454914,0.11014083349775033,0.11157338291987275,0.11516252324207829
2016-09-07,0.13505349285989865,0.12401696856707971,0.12894699582526542,0.12515608972278755,0.1247860152146951,0.12509339481900372,0.1240169685670797,0.11242913111721997,0.110294878774104,0.11177990068670864,0.11518742783256466
2016-09-08,0.13521828910968434,0.12431564198176272,0.12953683800688234,0.12548148252637387,0.1251131469610011,0.12542607835066288,0.12431564198176269,0.11296679429903618,0.11088719552431625,0.1123872477427241,0.11558275502809787
2016-09-09,0.1352096506568125,0.1243195719958511,0.129663189425774,0.12541522649286155,0.12506215292098638,0.12536032780333958,0.12431957199585107,0.11314859630923862,0.11105422732113499,0.11253544244910745,0.11562143790008553
2016-09-12,0.13617178960352963,0.12504436180527864,0.1311482935722321,0.1261897941641887,0.1258362269335296,0.12614949343915427,0.12504436180527864,0.11371889173592256,0.11165155674587905,0.11315115894809899,0.11613762096346757
2016-09-13,0.13582571289021222,0.12481591966580191,0.1311658103049651,0.12585656903517592,0.12551680611379704,0.1258147278389245,0.1248159196658019,0.11364291326761453,0.11155953938520403,0.11308385589061358,0.11599053290453731
2016-09-14,0.13635875230253666,0.1253179899879971,0.13187821104940542,0.12631218837543495,0.1259749845359863,0.12627332147216264,0.12531798998799706,0.11382653373945881,0.11183255924464157,0.11328731016777951,0.11647606816293818
2016-09-15,0.13640537021803262,0.12539753478288415,0.13217078696305906,0.1264736884553674,0.12612005313655997,0.12643851066052653,0.12539753478288415,0.11431628251476353,0.11229834289298471,0.11378444437964717,0.11658216471918333
2016-09-16,0.13691173491433134,0.12627007253875394,0.1348344617067785,0.1272551115261088,0.12692132450489144,0.1272465968068876,0.1262700725387539,0.11614376115848148,0.11402875985790854,0.11565888602687585,0.11759894454908393
2016-09-19,0.1384186194481993,0.12727924831738124,0.13634029344246398,0.1282417768936139,0.12790717888501318,0.12824684953922405,0.12727924831738122,0.1163337366188873,0.11421666143889989,0.11580063492872998,0.11808422881465308
2016-09-20,0.13858948718958283,0.12722824733704216,0.13621275937882196,0.12831926916643716,0.12796788134968312,0.12832539262368767,0.12722824733704213,0.11615179123991595,0.11404305318728275,0.11562043143364178,0.11786395287701712
2016-09-21,0.13878690149239462,0.12740121670470037,0.13641924194811048,0.12847528926487015,0.1281265351800319,0.12848386104476864,0.12740121670470034,0.11628701663288095,0.11419978923248425,0.11575305184824984,0.11804962389145832
2016-09-22,0.13825183147773942,0.12694909362014448,0.13599538257501595,0.12812206007865215,0.1277652916612083,0.12813320085116017,0.12694909362014448,0.11617094645442523,0.11405564853668662,0.11565665103851344,0.11766204262166316
2016-09-23,0.13825148249003472,0.12695574843931895,0.1360070502886028,0.12812420122997434,0.1277704735365459,0.12813622806241595,0.12695574843931892,0.11639540888581872,0.11424269057218747,0.11590902101698236,0.11768095291025032
2016-09-26,0.13821670128358965,0.12689957036371974,0.13599105478426807,0.12797297940889932,0.12763311641706102,0.12798855166601375,0.12689957036371974,0.11610140368232928,0.11394166281647793,0.11564608176957658,0.11762035411264916
2016-09-27,0.1373443218172954,0.1261842615957757,0.13543876842140085,0.1271773822234478,0.12684162107666141,0.1271938811651618,0.12618426159577567,0.11556986059013327,0.11347561078040247,0.11509931399721822,0.11707199332268134
2016-09-28,0.13737393178010718,0.12643972930269806,0.13459336704903638,0.12728181234414537,0.12696500382099912,0.1273036610371223,0.12643972930269803,0.11561634747777497,0.1137171289730945,0.11517774231491944,0.1178168609251033
2016-09-29,0.13634327635657206,0.1257894527310494,0.13457356733741932,0.12683525855207073,0.12649578011491222,0.12684984205672867,0.1257894527310494,0.11563624814188349,0.11373165037671844,0.11519488017235352,0.11748830330177926
2016-09-30,0.1360724073738901,0.12550583540042942,0.134442551312463,0.12656732388081876,0.12622508146937997,0.12658138824021037,0.12550583540042942,0.11534541782079026,0.11345490795506635,0.11491864945559772,0.11720769826861968
2016-10-03,0.13634293669193703,0.12568123652722005,0.1347983403889887,0.1266933510046349,0.12635815513223694,0.1267040476379186,0.12568123652722005,0.11530106401824307,0.11341118549579109,0.11486578682080043,0.11730182326919321
2016-10-04,0.1361870864674784,0.12561136270867243,0.13515020735006353,0.12663809074939444,0.12630142546920287,0.12664699623130082,0.1256113627086724,0.1155457409728507,0.11365701590412113,0.11511224623508483,0.11735197343721056
2016-10-05,0.13546018443089775,0.12508545596962334,0.13499326035514728,0.12604838841990726,0.12572102571946275,0.12605480462538646,0.1250854559696233,0.11530669162423313,0.11345090844470156,0.11489088823206485,0.11703056619121402
2016-10-06,0.13542467596050403,0.12501423497591505,0.13463697988862472,0.1260143412931619,0.1256825639282318,0.12602108344489893,0.12501423497591505,0.11508802947924124,0.11316259513505586,0.11466716259093053,0.11686730483881096
2016-10-07,0.13667950283037902,0.12624893021966505,0.13521826938313808,0.12711059225680754,0.12681322967886696,0.1271261181768456,0.12624893021966505,0.11612287927147844,0.11424782911877418,0.11573365884248102,0.11818891963490195
2016-10-10,0.13792241624722726,0.1273336866287181,0.13617558665165716,0.12711463566890535,0.1270017360708232,0.12717257493491688,0.1273336866287181,0.11559411537549442,0.1136811335461021,0.11527007603481489,0.1191888954009974
2016-10-11,0.13834615562210456,0.1276321280316796,0.1364452678946102,0.12747867253192446,0.12736759680979157,0.12754574031936733,0.1276321280316796,0.11583987681735952,0.11389050433763313,0.11556139456744038,0.11943307241312456
2016-10-12,0.1381192323975624,0.12738016268064598,0.13616297643651745,0.12723944608262744,0.1271268335100775,0.1273066467869978,0.12738016268064598,0.11559735563901326,0.11362596977260357,0.11532843985276024,0.11917888872708728
2016-10-13,0.13851236014123053,0.12761686126636082,0.13630087762706836,0.12750564946055418,0.12739020831259415,0.12757819568341378,0.12761686126636082,0.11566678964283691,0.11370430150825248,0.11540043768314309,0.11933456894109977
2016-10-14,0.13851061098453116,0.12760688187949976,0.1363012635622727,0.1274872934758248,0.12737334141094714,0.1275597994684772,0.12760688187949976,0.11551363053310436,0.11357294180821859,0.11524711367148321,0.1193069496056444
2016-10-17,0.13710205344612536,0.12591894638000062,0.13634721016768428,0.12513645722926464,0.1251231140251765,0.1252478623184167,0.12591894638000062,0.11382777852187191,0.11172616336461348,0.1135779893203344,0.11752857341391881
2016-10-18,0.1371700476943626,0.1259472121419663,0.13646807615289705,0.12518152994277618,0.12516540940333637,0.12529383958295304,0.1259472121419663,0.11380728426983923,0.11169441547446701,0.11356159295005062,0.11754082441483005
2016-10-19,0.138414662017866,0.12727391057488513,0.13786395940878376,0.1261082836318721,0.1261715723423587,0.1262318597447481,0.12727391057488513,0.11388372491751488,0.11216785604297823,0.11362816761229422,0.11889380284538097
2016-10-20,0.13250228476524176,0.12143296508546307,0.13260730144776756,0.11905273530515194,0.11930972169477842,0.11921954965517649,0.12143296508546307,0.10876597637777358,0.10684376899987597,0.10841236067482249,0.11312151843367477
2016-10-21,0.13252280040889206,0.12149898022192195,0.13262972454938257,0.11904251879869741,0.11933430243240815,0.1192157696224161,0.12149898022192195,0.10763392783191106,0.10571021554497034,0.10728162519605869,0.11321566988706565
2016-10-24,0.13303571228414923,0.12178532443124783,0.13296230581127602,0.11931905708120169,0.11960988316038661,0.11950246364558309,0.12178532443124783,0.10816687774299871,0.10612250337707226,0.10781559974581727,0.11340751053449771
2016-10-25,0.13213048835927177,0.12060163865494103,0.1319127938511564,0.11803942137073765,0.11835738331282172,0.11822988866914064,0.12060163865494103,0.10691641614675283,0.1048625745706353,0.10654881564989145,0.11205076587555134
2016-10-26,0.1328351962499616,0.12130264336635266,0.1325516590619359,0.11852082542702966,0.11888508195440935,0.11871781803356986,0.12130264336635266,0.10720762027541786,0.10528813095055042,0.10683654852298458,0.11275037669763237
2016-10-27,0.131602509035462,0.12025381216847103,0.13143899624006425,0.11744383451578505,0.11780532650965295,0.11763676325343318,0.12025381216847103,0.1063246833214591,0.10432466711393298,0.10595059582707017,0.11186201798441321
2016-10-28,0.13216092362618434,0.12082190076531625,0.13170587681238222,0.11789082206025055,0.11828784682779654,0.11809339453917048,0.12082190076531625,0.10629275687376101,0.10441879977190825,0.1059307720901972,0.11246757888769279
2016-10-31,0.13337119889151966,0.12157515310591832,0.13242884776611286,0.11850487574562667,0.11895095259454874,0.11872444227080557,0.12157515310591832,0.10664091715249828,0.10480542175990336,0.10629126265493269,0.11311536347966177
2016-11-01,0.13301322966316936,0.12120479978491532,0.13233158600905054,0.11807795700102415,0.11853657954863654,0.11829788192361537,0.12120479978491532,0.10646355826864351,0.10464661685910329,0.10610175920910535,0.1127631222898372
2016-11-02,0.13389836610975117,0.12198019486191135,0.13326521852978346,0.11884407951122299,0.11932616242083002,0.11906211987762617,0.12198019486191135,0.10730181795407057,0.1053426301344838,0.10683786440612289,0.11349312495539945
2016-11-03,0.1341001711623987,0.12235329272818699,0.13360094193577043,0.11918893605827711,0.11967633345175707,0.11940344723538485,0.12235329272818699,0.10771846070313972,0.1057173653339644,0.10724402983893784,0.11396537840665133
2016-11-04,0.13328607697610736,0.12151762324807505,0.13306329222142357,0.11811968278560439,0.11863601257982166,0.11833837007351859,0.12151762324807505,0.10643399467214544,0.10449646342549997,0.10596299059788593,0.11308954953569016
2016-11-07,0.13403972028449482,0.12210989046217427,0.1331936140149522,0.11848811271073578,0.11905984689410318,0.11871575370140604,0.12210989046217427,0.10665047732733327,0.10467071769203072,0.1061855578288393,0.1136676283317989
2016-11-08,0.13413762298221787,0.12213440201436493,0.13322549779191573,0.11851870445094678,0.11909290367542846,0.11874671336379564,0.12213440201436493,0.1066160102832903,0.10466765481454103,0.10614154492798474,0.11365280797076735
2016-11-09,0.1345686251472642,0.12281224401474958,0.13412857522687713,0.11916488756069539,0.11974265830547964,0.11938316326227004,0.12281224401474958,0.10778960419109042,0.10554565810560311,0.10717528377699705,0.11449941688511717
2016-11-10,0.1334337780602166,0.12212773095326426,0.13391888750982497,0.11857524415611778,0.11915339733476131,0.11878729172175741,0.12212773095326426,0.10815189480108169,0.10592049392217048,0.10749475604358837,0.11426900784058351
2016-11-11,0.13347841371820293,0.12223318983454948,0.13395107005065202,0.1186485023133259,0.11923761123657559,0.11885957113151337,0.12223318983454948,0.10809781349023935,0.10594781186216363,0.10747499594420054,0.11440018354158574
2016-11-14,0.13455226631471418,0.12312892427753111,0.13496564003180353,0.11962448590203956,0.12019715787545454,0.11982718051368299,0.12312892427753111,0.109822007361854,0.10732667066034839,0.10902532783570919,0.11532907629968088
2016-11-15,0.1338832829307768,0.12273311885992418,0.1347931822167232,0.11917665894506274,0.11976574415085281,0.11938232633298179,0.12273311885992418,0.10978531968764567,0.10724935215534655,0.10897338627001044,0.11516691780300735
2016-11-16,0.13361334028764968,0.12254571210862795,0.13410469973081732,0.1190251621938921,0.11960538578133953,0.11923043054948691,0.12254571210862795,0.10967359639557779,0.10716152213262126,0.10885966169135934,0.1150230561100797
2016-11-17,0.13371571788640468,0.12271911391238262,0.13424511885982654,0.11915355485360125,0.1197471279956867,0.11935924651506519,0.12271911391238262,0.10980108673674262,0.10734241755337055,0.1090076039553741,0.11525594105246356
2016-11-18,0.1336218446883042,0.12259076963487311,0.1338185500521197,0.11896403767805358,0.1195709581987682,0.1191719527849954,0.12259076963487311,0.10918694808672925,0.10684772562957288,0.10841900755180166,0.1150877613973963
2016-11-21,0.13233439862724478,0.12145938640287592,0.13329927763951815,0.11778736177281761,0.11841098492328865,0.11798981018273834,0.12145938640287592,0.10880906450871677,0.10636764022470786,0.10801014465180135,0.11422494545797791
2016-11-22,0.13252329959460007,0.12123671999060967,0.1330834195835663,0.11729969563936504,0.11799811796662282,0.11751908375155704,0.12123671999060967,0.1075845129383579,0.10544488847072858,0.10684671277670252,0.11386918394007389
2016-11-23,0.13207164905866017,0.12078204620246225,0.13274219689625852,0.11715954935013956,0.11778069172238853,0.11737178865012843,0.12078204620246225,0.10823605767219656,0.10560855948211133,0.1073008465554662,0.1134376821496371
2016-11-24,0.13216050085913494,0.12091324076107571,0.1328037317162926,0.11724277355831358,0.11788077556469202,0.1174603035778202,0.12091324076107571,0.1081758534119788,0.10562186755929531,0.10728109436994569,0.11359135001020002
2016-11-25,0.13242468752958292,0.12126514456640863,0.13312165273746387,0.1176200117385018,0.11825185842360866,0.1178348168906322,0.12126514456640863,0.10864619656099435,0.10612482194242256,0.10777223767051461,0.11398504827008532
2016-11-28,0.13531294392671572,0.12378154878615699,0.13596006571684086,0.12026889515209485,0.12089072669657404,0.12049910401743218,0.12378154878615699,0.11216255249059409,0.10911941754515309,0.11112389237941767,0.11631321394353931
2016-11-29,0.13601350889153682,0.1241657793216252,0.13627390323094116,0.12046181677470845,0.12111892994088422,0.12070348310006117,0.1241657793216252,0.11214499267879123,0.1090815351717299,0.11109880719338219,0.11655869483366103
2016-11-30,0.13660079078402568,0.12469823494910966,0.1373060576427947,0.12098550199299124,0.1216515286018747,0.12123570779901853,0.12469823494910966,0.11325255532462256,0.10987787315760034,0.11218847119852567,0.11710417848839076
2016-12-01,0.1364191112148261,0.12440813716637703,0.13699874658666125,0.1205906724616978,0.12127161097595614,0.12084409195367708,0.12440813716637703,0.11276514182967302,0.10933294913052316,0.1117111891876579,0.11676096726561601
2016-12-02,0.13615495983648712,0.12414502413924298,0.1369811387459661,0.1202834931482274,0.12097656264137664,0.120539180141909,0.12414502413924298,0.11267801230590081,0.1091753463084208,0.11158664371407606,0.11654471024936332
2016-12-05,0.1372754686710664,0.1251498519986476,0.13760619584696457,0.12125943037770734,0.1219609673441963,0.12150944588993536,0.1251498519986476,0.11312741032509367,0.10992137756515787,0.11207133182259277,0.11750883407102079
2016-12-06,0.13840738934017682,0.12609842786531575,0.13945318237876286,0.12188994092796508,0.12265955352692855,0.12213761788715452,0.12609842786531575,0.1139553170978617,0.11078360066689731,0.11286313334879579,0.11852821861450288
2016-12-07,0.13803198642955603,0.12589317394171573,0.1385305576726494,0.1218514886082576,0.12259017489794485,0.12209562861654721,0.12589317394171573,0.11407760933931317,0.1109520580827648,0.11301317410972389,0.11843707388719858
2016-12-08,0.1383112811987345,0.126023050490204,0.13864530346573026,0.12178749229885831,0.12258053533457736,0.12203514478974813,0.126023050490204,0.11383521747997925,0.11088090486299802,0.1128281190503246,0.11852249329110318
2016-12-09,0.13829921216737487,0.12606010756740077,0.1386959896281764,0.1218307926975579,0.12262093183615136,0.12207635717133256,0.12606010756740077,0.11382649322473977,0.11091436941347489,0.1128371220723644,0.1186023425463266
2016-12-12,0.13949495906724266,0.12719846490350262,0.13950241047785045,0.1228795249194717,0.12369492044192086,0.12312566665819649,0.12719846490350262,0.11515307394083978,0.11228955467714956,0.1141504883798281,0.11981254984077049
2016-12-13,0.13949434424758936,0.12740567759733631,0.13832832327697175,0.12311923855979261,0.12393960932146247,0.12337005256652883,0.12740567759733631,0.11603042020889918,0.11299654352934017,0.11501504680747453,0.12019270582321735
2016-12-14,0.13936666734224168,0.12607604586380866,0.13733798060534735,0.12144579787426997,0.12235246050100133,0.12173275891055504,0.12607604586380866,0.11304563112692853,0.11038373625112526,0.11221578592549833,0.11806062764549638
2016-12-15,0.13936510016704767,0.12608579105553658,0.1372593574154085,0.12150538711710732,0.12240059054517526,0.12178969539427444,0.12608579105553658,0.11318150066102635,0.110465531624921,0.11234717053741634,0.11807153988345506
