date,n_assets,estimator,rule,condition_number,off_diagonal_zeros,shrinkage,turnover_traded,cost,effective_n_weights,effective_n_bets,diversification_ratio,max_weight,max_risk_contribution,ex_ante_volatility_annual,forecast_frobenius,forecast_log_likelihood,forecast_n,key
2020-09-03,29,sample,risk_parity,742.4509559547183,0.0,,0.07188996900870642,0.00010783495351305963,27.66790338878568,1.075473323591383,1.3207361188873772,0.05444983468283639,0.03448275862766671,0.26605180927892474,0.007487239231746363,74.19301416270153,20,risk_parity__sample
2020-10-01,29,sample,risk_parity,457.18349649862625,0.0,,0.11751161193306664,0.00017626741789959996,27.199379920431863,1.1488539190119067,1.4054637695140597,0.059366300436215845,0.034482758626432734,0.22045071161365495,0.004798751310585657,54.00740231028506,20,risk_parity__sample
2020-10-29,29,sample,risk_parity,163.3885806697785,0.0,,0.25522258264018444,0.00038283387396027666,24.786051983551555,1.982761455333967,2.3193352671965797,0.08967559780380344,0.03448275862368118,0.10272989676617512,0.002547334772684802,56.51782633586272,20,risk_parity__sample
2020-11-26,28,sample,risk_parity,254.62225784734665,0.0,,0.21843429740053297,0.00032765144610079946,22.450327042951923,1.9382473698653,2.1741307332703528,0.09508958388040058,0.0357142857210388,0.11883550525908186,0.0036763351322886685,51.7137930961537,20,risk_parity__sample
2020-12-24,28,sample,risk_parity,330.72538726869516,0.0,,0.19234917395624768,0.0002885237609343715,21.163807553578838,2.035018824328348,2.143233047353426,0.12408956639624052,0.035714285716300226,0.13233606561506406,0.006600980269898371,47.31767258182919,20,risk_parity__sample
2021-01-22,28,sample,risk_parity,328.54758682360205,0.0,,0.2721829685933461,0.0004082744528900192,25.83399290706736,1.4119525319719375,1.7283153419949864,0.062262520058018425,0.03571428571652756,0.1854801225815872,0.020571400008430465,29.663093958231833,20,risk_parity__sample
2021-02-26,29,sample,risk_parity,870.5036884827233,0.0,,0.14906786736804353,0.00022360180105206529,27.418586119435748,1.0975899176464792,1.337368406335697,0.06594067949431902,0.03448275862697234,0.3175640449350764,0.010235756983509465,74.0511777764785,20,risk_parity__sample
2021-03-26,29,sample,risk_parity,1004.4104521622514,0.0,,0.0575568441627824,8.63352662441736e-05,27.48001538276432,1.0849330879133317,1.309004653517136,0.06627357177950902,0.03448275862734053,0.3107249497584671,0.0071357162296573195,59.69850327656067,20,risk_parity__sample
2021-04-26,29,sample,risk_parity,692.6638807394246,0.0,,0.10178311962525156,0.00015267467943787735,27.23569003368545,1.0803157942246295,1.322420816681826,0.06664885689549647,0.03448275862754959,0.3006289675263875,0.009544843714602206,47.18292787825891,20,risk_parity__sample
2021-05-26,29,sample,risk_parity,215.9647774128974,0.0,,0.25748799613291373,0.0003862319941993706,25.06278317319218,1.329522919574247,1.8454847822330225,0.06578642791899393,0.03448275862753579,0.16285584623505595,0.00768744445670475,49.11731043316705,20,risk_parity__sample
